MemberId,Name,Signature,StartLine,EndLine,LineCount,CalledMethodNames,ResolvedTargetIds,AmbiguousMethodNames,UnresolvedMethodNames,CallCount,ResolvedCount,AmbiguousCount,UnresolvedCount
"Method|DeveloperProfileManager_OnCurrentProfileChanged(object?,DeveloperProfileChangedEventArgs)|L7914",DeveloperProfileManager_OnCurrentProfileChanged,"DeveloperProfileManager_OnCurrentProfileChanged(object?,DeveloperProfileChangedEventArgs)",7914,7928,15,DeveloperProfileManager_OnCurrentProfileChanged;RefreshDeveloperProfilesMenuEntries;UpdateDeveloperProfileMenuChecks,"Method|DeveloperProfileManager_OnCurrentProfileChanged(object?,DeveloperProfileChangedEventArgs)|L7914;Method|RefreshDeveloperProfilesMenuEntries()|L7752;Method|UpdateDeveloperProfileMenuChecks()|L7862",,,3,3,0,0
"Method|ExitMenuItem_OnClick(object,RoutedEventArgs)|L7930",ExitMenuItem_OnClick,"ExitMenuItem_OnClick(object,RoutedEventArgs)",7930,7933,4,,,,,0,0,0,0
"Method|ManageServerTargetsMenuItem_OnClick(object,RoutedEventArgs)|L7935",ManageServerTargetsMenuItem_OnClick,"ManageServerTargetsMenuItem_OnClick(object,RoutedEventArgs)",7935,7946,12,UpdateSyncToServerMenuState,Method|UpdateSyncToServerMenuState()|L8034,,,1,1,0,0
"Method|SyncToServerMenuItem_OnClick(object,RoutedEventArgs)|L7948",SyncToServerMenuItem_OnClick,"SyncToServerMenuItem_OnClick(object,RoutedEventArgs)",7948,7997,50,CreateHostKeyVerifierWithStorage,Method|CreateHostKeyVerifierWithStorage()|L97,,,1,1,0,0
"Method|CreateSftpClientWrapper(ServerTarget,string?,Func<string, HostKeyVerificationResult, Task<bool>>)|L7999",CreateSftpClientWrapper,"CreateSftpClientWrapper(ServerTarget,string?,Func<string, HostKeyVerificationResult, Task<bool>>)",7999,8005,7,,,,,0,0,0,0
"Method|TestServerConnectionAsync(ServerTarget,string?,Func<string, HostKeyVerificationResult, Task<bool>>)|L8007",TestServerConnectionAsync,"TestServerConnectionAsync(ServerTarget,string?,Func<string, HostKeyVerificationResult, Task<bool>>)",8007,8017,11,CreateHostKeyVerifierWithStorage,Method|CreateHostKeyVerifierWithStorage()|L97,,,1,1,0,0
"Method|ShowHostKeyVerificationAsync(string,HostKeyVerificationResult)|L8019",ShowHostKeyVerificationAsync,"ShowHostKeyVerificationAsync(string,HostKeyVerificationResult)",8019,8032,14,ShowHostKeyVerificationAsync,"Method|ShowHostKeyVerificationAsync(string,HostKeyVerificationResult)|L8019",,,1,1,0,0
Method|UpdateSyncToServerMenuState()|L8034,UpdateSyncToServerMenuState,UpdateSyncToServerMenuState(),8034,8039,6,,,,,0,0,0,0
Method|TryEnsureDataBackupBeforeLaunchAsync()|L8041,TryEnsureDataBackupBeforeLaunchAsync,TryEnsureDataBackupBeforeLaunchAsync(),8041,8080,40,CreateDataBackupProgressReporter;HideDataBackupOverlay;ShowDataBackupOverlay,Method|CreateDataBackupProgressReporter(string)|L8713;Method|HideDataBackupOverlay()|L8732;Method|ShowDataBackupOverlay(string)|L8725,,,3,3,0,0
"Method|LaunchGameButton_OnClick(object,RoutedEventArgs)|L8082",LaunchGameButton_OnClick,"LaunchGameButton_OnClick(object,RoutedEventArgs)",8082,8162,81,TryEnsureDataBackupBeforeLaunchAsync,Method|TryEnsureDataBackupBeforeLaunchAsync()|L8041,,,1,1,0,0
"Method|SetCustomShortcutMenuItem_OnClick(object,RoutedEventArgs)|L8164",SetCustomShortcutMenuItem_OnClick,"SetCustomShortcutMenuItem_OnClick(object,RoutedEventArgs)",8164,8238,75,,,,,0,0,0,0
"Method|RestoreDataFolderMenuItem_OnSubmenuOpened(object,RoutedEventArgs)|L8240",RestoreDataFolderMenuItem_OnSubmenuOpened,"RestoreDataFolderMenuItem_OnSubmenuOpened(object,RoutedEventArgs)",8240,8347,108,IsSameDirectory,"Method|IsSameDirectory(string?,string?)|L9114",,,1,1,0,0
"Method|RestoreDataFolderMenuItem_OnBackupClick(object,RoutedEventArgs)|L8349",RestoreDataFolderMenuItem_OnBackupClick,"RestoreDataFolderMenuItem_OnBackupClick(object,RoutedEventArgs)",8349,8372,24,RestoreDataBackupAsync,Method|RestoreDataBackupAsync(DataFolderBackupSummary)|L8653,,,1,1,0,0
"Method|OpenDataBackupDirectoryMenuItem_OnClick(object?,RoutedEventArgs)|L8374",OpenDataBackupDirectoryMenuItem_OnClick,"OpenDataBackupDirectoryMenuItem_OnClick(object?,RoutedEventArgs)",8374,8412,39,,,,,0,0,0,0
"Method|ChangeBackupLocationMenuItem_OnClick(object?,RoutedEventArgs)|L8414",ChangeBackupLocationMenuItem_OnClick,"ChangeBackupLocationMenuItem_OnClick(object?,RoutedEventArgs)",8414,8456,43,ReportStatus,"Method|ReportStatus(string,bool)|L502",,,1,1,0,0
"Method|DeleteDataFolderBackupsMenuItem_OnClick(object?,RoutedEventArgs)|L8458",DeleteDataFolderBackupsMenuItem_OnClick,"DeleteDataFolderBackupsMenuItem_OnClick(object?,RoutedEventArgs)",8458,8526,69,ReportStatus,"Method|ReportStatus(string,bool)|L502",,,1,1,0,0
"Method|RestoreBackupMenuItem_OnSubmenuOpened(object,RoutedEventArgs)|L8528",RestoreBackupMenuItem_OnSubmenuOpened,"RestoreBackupMenuItem_OnSubmenuOpened(object,RoutedEventArgs)",8528,8600,73,EnsureBackupDirectory;IsAppStartedBackup,Method|EnsureBackupDirectory()|L12410;Method|IsAppStartedBackup(string?)|L9847,,,2,2,0,0
"Method|RestoreBackupMenuItem_OnBackupClick(object,RoutedEventArgs)|L8602",RestoreBackupMenuItem_OnBackupClick,"RestoreBackupMenuItem_OnBackupClick(object,RoutedEventArgs)",8602,8615,14,RestoreBackupAsync,"Method|RestoreBackupAsync(string,bool)|L8617",,,1,1,0,0
"Method|RestoreBackupAsync(string,bool)|L8617",RestoreBackupAsync,"RestoreBackupAsync(string,bool)",8617,8651,35,ApplyPresetAsync;TryLoadPresetFromFile,"Method|ApplyPresetAsync(ModPreset,bool)|L12576;Method|TryLoadPresetFromFile(string,string,PresetLoadOptions,out ModPreset?,out string?)|L11125",,,2,2,0,0
Method|RestoreDataBackupAsync(DataFolderBackupSummary)|L8653,RestoreDataBackupAsync,RestoreDataBackupAsync(DataFolderBackupSummary),8653,8711,59,CreateDataBackupProgressReporter;HideDataBackupOverlay;IsSameDirectory;RefreshModsAsync;ReportStatus;ShowDataBackupOverlay,"Method|CreateDataBackupProgressReporter(string)|L8713;Method|HideDataBackupOverlay()|L8732;Method|IsSameDirectory(string?,string?)|L9114;Method|RefreshModsAsync(bool)|L4175;Method|ReportStatus(string,bool)|L502;Method|ShowDataBackupOverlay(string)|L8725",,,6,6,0,0
Method|CreateDataBackupProgressReporter(string)|L8713,CreateDataBackupProgressReporter,CreateDataBackupProgressReporter(string),8713,8723,11,,,,,0,0,0,0
Method|ShowDataBackupOverlay(string)|L8725,ShowDataBackupOverlay,ShowDataBackupOverlay(string),8725,8730,6,,,,,0,0,0,0
Method|HideDataBackupOverlay()|L8732,HideDataBackupOverlay,HideDataBackupOverlay(),8732,8737,6,,,,,0,0,0,0
"Method|BeginModlistInstallUi(int,string)|L8739",BeginModlistInstallUi,"BeginModlistInstallUi(int,string)",8739,8747,9,UpdateModlistDownloadSpeed,Method|UpdateModlistDownloadSpeed(double?)|L8787,,,1,1,0,0
"Method|UpdateModlistInstallUi(string,double?,double?)|L8749",UpdateModlistInstallUi,"UpdateModlistInstallUi(string,double?,double?)",8749,8759,11,ClampPercent;UpdateModlistDownloadSpeed,Method|ClampPercent(double?)|L8781;Method|UpdateModlistDownloadSpeed(double?)|L8787,,,2,2,0,0
Method|CompleteModlistInstallStep(string)|L8761,CompleteModlistInstallStep,CompleteModlistInstallStep(string),8761,8769,9,UpdateModlistDownloadSpeed,Method|UpdateModlistDownloadSpeed(double?)|L8787,,,1,1,0,0
Method|EndModlistInstallUi()|L8771,EndModlistInstallUi,EndModlistInstallUi(),8771,8779,9,UpdateModlistDownloadSpeed,Method|UpdateModlistDownloadSpeed(double?)|L8787,,,1,1,0,0
Method|ClampPercent(double?)|L8781,ClampPercent,ClampPercent(double?),8781,8785,5,,,,,0,0,0,0
Method|UpdateModlistDownloadSpeed(double?)|L8787,UpdateModlistDownloadSpeed,UpdateModlistDownloadSpeed(double?),8787,8798,12,FormatDownloadSpeed,Method|FormatDownloadSpeed(double)|L8800,,,1,1,0,0
Method|FormatDownloadSpeed(double)|L8800,FormatDownloadSpeed,FormatDownloadSpeed(double),8800,8813,14,,,,,0,0,0,0
Method|CreateModlistInstallProgressReporter(string)|L8815,CreateModlistInstallProgressReporter,CreateModlistInstallProgressReporter(string),8815,8825,11,UpdateModlistInstallUi,"Method|UpdateModlistInstallUi(string,double?,double?)|L8749",,,1,1,0,0
"Method|CreateModUpdateProgressReporter(string,IProgress<ModUpdateProgress>?)|L8827",CreateModUpdateProgressReporter,"CreateModUpdateProgressReporter(string,IProgress<ModUpdateProgress>?)",8827,8837,11,ReportStatus,"Method|ReportStatus(string,bool)|L502",,,1,1,0,0
"Method|OpenModFolderButton_OnClick(object,RoutedEventArgs)|L8839",OpenModFolderButton_OnClick,"OpenModFolderButton_OnClick(object,RoutedEventArgs)",8839,8842,4,OpenFolder,"Method|OpenFolder(string?,string)|L8854",,,1,1,0,0
"Method|OpenConfigFolderButton_OnClick(object,RoutedEventArgs)|L8844",OpenConfigFolderButton_OnClick,"OpenConfigFolderButton_OnClick(object,RoutedEventArgs)",8844,8847,4,OpenFolder,"Method|OpenFolder(string?,string)|L8854",,,1,1,0,0
"Method|OpenLogsFolderButton_OnClick(object,RoutedEventArgs)|L8849",OpenLogsFolderButton_OnClick,"OpenLogsFolderButton_OnClick(object,RoutedEventArgs)",8849,8852,4,OpenFolder,"Method|OpenFolder(string?,string)|L8854",,,1,1,0,0
"Method|OpenFolder(string?,string)|L8854",OpenFolder,"OpenFolder(string?,string)",8854,8887,34,OpenFolderWithShell,Method|OpenFolderWithShell(string)|L8889,,,1,1,0,0
Method|OpenFolderWithShell(string)|L8889,OpenFolderWithShell,OpenFolderWithShell(string),8889,8908,20,,,,,0,0,0,0
"Method|TryGetManagedModPath(ModListItemViewModel,out string,out string?)|L8910",TryGetManagedModPath,"TryGetManagedModPath(ModListItemViewModel,out string,out string?)",8910,8948,39,IsPathWithinManagedMods;TryEnsureManagedModTargetIsSafe,"Method|IsPathWithinManagedMods(string)|L9079;Method|TryEnsureManagedModTargetIsSafe(string,out string?)|L9164",,,2,2,0,0
"Method|TryGetDependencyInstallTargetPath(string,ModReleaseInfo,out string,out string?)|L8950",TryGetDependencyInstallTargetPath,"TryGetDependencyInstallTargetPath(string,ModReleaseInfo,out string,out string?)",8950,8989,40,EnsureUniqueFilePath;SanitizeFileName,"Method|EnsureUniqueFilePath(string)|L9143;Method|SanitizeFileName(string?,string)|L9131",,,2,2,0,0
"Method|TryGetInstallTargetPath(ModListItemViewModel,ModReleaseInfo,out string,out string?)|L8991",TryGetInstallTargetPath,"TryGetInstallTargetPath(ModListItemViewModel,ModReleaseInfo,out string,out string?)",8991,9030,40,EnsureUniqueFilePath;SanitizeFileName,"Method|EnsureUniqueFilePath(string)|L9143;Method|SanitizeFileName(string?,string)|L9131",,,2,2,0,0
"Method|TryGetUpdateTargetPath(ModListItemViewModel,ModReleaseInfo,string,out string,out string?)|L9032",TryGetUpdateTargetPath,"TryGetUpdateTargetPath(ModListItemViewModel,ModReleaseInfo,string,out string,out string?)",9032,9077,46,SanitizeFileName,"Method|SanitizeFileName(string?,string)|L9131",,,1,1,0,0
Method|IsPathWithinManagedMods(string)|L9079,IsPathWithinManagedMods,IsPathWithinManagedMods(string),9079,9086,8,IsPathUnderDirectory,"Method|IsPathUnderDirectory(string,string?)|L9088",,,1,1,0,0
"Method|IsPathUnderDirectory(string,string?)|L9088",IsPathUnderDirectory,"IsPathUnderDirectory(string,string?)",9088,9112,25,,,,,0,0,0,0
"Method|IsSameDirectory(string?,string?)|L9114",IsSameDirectory,"IsSameDirectory(string?,string?)",9114,9129,16,,,,,0,0,0,0
"Method|SanitizeFileName(string?,string)|L9131",SanitizeFileName,"SanitizeFileName(string?,string)",9131,9141,11,,,,,0,0,0,0
Method|EnsureUniqueFilePath(string)|L9143,EnsureUniqueFilePath,EnsureUniqueFilePath(string),9143,9162,20,,,,,0,0,0,0
"Method|TryEnsureManagedModTargetIsSafe(string,out string?)|L9164",TryEnsureManagedModTargetIsSafe,"TryEnsureManagedModTargetIsSafe(string,out string?)",9164,9207,44,IsPathWithinManagedMods,Method|IsPathWithinManagedMods(string)|L9079,,,1,1,0,0
"Method|TrySaveSnapshot(string,string,string,string,string,Func<string?>?,Action<string>?,string,bool,bool,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,Action<SerializablePreset>?)|L9209",TrySaveSnapshot,"TrySaveSnapshot(string,string,string,string,string,Func<string?>?,Action<string>?,string,bool,bool,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,Action<SerializablePreset>?)",9209,9288,80,BuildSerializablePreset;BuildSuggestedFileName;IsPathWithinDirectory;ResolveGameVersion,"Method|BuildSerializablePreset(string,bool,bool,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,string?)|L9290;Method|BuildSuggestedFileName(string?,string)|L12541;Method|IsPathWithinDirectory(string,string)|L12526;Method|ResolveGameVersion(string?)|L9355",,,4,4,0,0
"Method|BuildSerializablePreset(string,bool,bool,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,string?)|L9290",BuildSerializablePreset,"BuildSerializablePreset(string,bool,bool,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,string?)",9290,9353,64,BuildSerializableConfigList;GetSafeConfigFileName,"Method|BuildSerializableConfigList(IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?)|L9363;Method|GetSafeConfigFileName(string?,string?)|L10336",,,2,2,0,0
Method|ResolveGameVersion(string?)|L9355,ResolveGameVersion,ResolveGameVersion(string?),9355,9361,7,,,,,0,0,0,0
"Method|BuildSerializableConfigList(IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?)|L9363",BuildSerializableConfigList,"BuildSerializableConfigList(IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?)",9363,9411,49,,,,,0,0,0,0
"Method|SavePresetMenuItem_OnClick(object,RoutedEventArgs)|L9417",SavePresetMenuItem_OnClick,"SavePresetMenuItem_OnClick(object,RoutedEventArgs)",9417,9435,19,EnsurePresetDirectory;ReportStatus;TrySaveSnapshot,"Method|EnsurePresetDirectory()|L12402;Method|ReportStatus(string,bool)|L502;Method|TrySaveSnapshot(string,string,string,string,string,Func<string?>?,Action<string>?,string,bool,bool,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,Action<SerializablePreset>?)|L9209",,,3,3,0,0
Method|TrySaveModlist()|L9437,TrySaveModlist,TrySaveModlist(),9437,9440,4,TrySaveModlist,"Method|TrySaveModlist(Func<string?>?,out string?)|L9442",,,1,1,0,0
"Method|TrySaveModlist(Func<string?>?,out string?)|L9442",TrySaveModlist,"TrySaveModlist(Func<string?>?,out string?)",9442,9540,99,BuildModConfigOptions;BuildSerializablePreset;BuildSuggestedFileName;EnsureModListDirectory;GetUploaderNameForPdf;ReportStatus;ResolveGameVersion;TryReadModConfigurations;TrySaveInstalledModsPdf,"Method|BuildModConfigOptions(bool)|L10182;Method|BuildSerializablePreset(string,bool,bool,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,string?)|L9290;Method|BuildSuggestedFileName(string?,string)|L12541;Method|EnsureModListDirectory()|L12502;Method|GetUploaderNameForPdf()|L10053;Method|ReportStatus(string,bool)|L502;Method|ResolveGameVersion(string?)|L9355;Method|TryReadModConfigurations(IReadOnlyList<ModConfigOption>)|L10211;Method|TrySaveInstalledModsPdf(string,string?,string?,string,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,string?,IReadOnlyList<ModListItemViewModel>?)|L6141",,,9,9,0,0
"Method|TrySaveAutomaticModlist(string,out string,out string)|L9542",TrySaveAutomaticModlist,"TrySaveAutomaticModlist(string,out string,out string)",9542,9580,39,BuildSerializablePreset;BuildSuggestedFileName;EnsureRebuiltModListDirectory;ResolveGameVersion,"Method|BuildSerializablePreset(string,bool,bool,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,string?)|L9290;Method|BuildSuggestedFileName(string?,string)|L12541;Method|EnsureRebuiltModListDirectory()|L12510;Method|ResolveGameVersion(string?)|L9355",,,4,4,0,0
Method|PromptModlistLoadMode()|L9582,PromptModlistLoadMode,PromptModlistLoadMode(),9582,9616,35,,,,,0,0,0,0
Method|GetModlistLoadOptions(ModlistLoadMode)|L9618,GetModlistLoadOptions,GetModlistLoadOptions(ModlistLoadMode),9618,9623,6,,,,,0,0,0,0
Method|EnsureModlistBackupBeforeLoad()|L9625,EnsureModlistBackupBeforeLoad,EnsureModlistBackupBeforeLoad(),9625,9664,40,RefreshLocalModlists;TrySaveModlist,"Method|RefreshLocalModlists(bool,IReadOnlyCollection<string>?)|L11855;Method|TrySaveModlist(Func<string?>?,out string?)|L9442",,,2,2,0,0
"Method|TryBuildCurrentModlistJson(string,string?,string?,string,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,string?,out string)|L9666",TryBuildCurrentModlistJson,"TryBuildCurrentModlistJson(string,string?,string?,string,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,string?,out string)",9666,9694,29,BuildSerializablePreset,"Method|BuildSerializablePreset(string,bool,bool,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,string?)|L9290",,,1,1,0,0
Method|CreateAutomaticBackupAsync(string)|L9696,CreateAutomaticBackupAsync,CreateAutomaticBackupAsync(string),9696,9703,8,CreateBackupAsync,"Method|CreateBackupAsync(string,string,bool,bool)|L9714",,,1,1,0,0
Method|CreateAppStartedBackupAsync()|L9705,CreateAppStartedBackupAsync,CreateAppStartedBackupAsync(),9705,9712,8,CreateBackupAsync,"Method|CreateBackupAsync(string,string,bool,bool)|L9714",,,1,1,0,0
"Method|CreateBackupAsync(string,string,bool,bool)|L9714",CreateBackupAsync,"CreateBackupAsync(string,string,bool,bool)",9714,9789,76,BuildSerializablePreset;CaptureConfigurationsForBackup;EnsureBackupDirectory;PruneAppStartedBackups;PruneAutomaticBackups;ResolveGameVersion;SanitizeFileName,"Method|BuildSerializablePreset(string,bool,bool,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,string?)|L9290;Method|CaptureConfigurationsForBackup(IReadOnlyList<ModListItemViewModel>)|L9791;Method|EnsureBackupDirectory()|L12410;Method|PruneAppStartedBackups(string)|L9887;Method|PruneAutomaticBackups(string)|L9856;Method|ResolveGameVersion(string?)|L9355;Method|SanitizeFileName(string?,string)|L9131",,,7,7,0,0
Method|CaptureConfigurationsForBackup(IReadOnlyList<ModListItemViewModel>)|L9791,CaptureConfigurationsForBackup,CaptureConfigurationsForBackup(IReadOnlyList<ModListItemViewModel>),9791,9845,55,GetSafeConfigFileName;TryGetRelativeConfigPath,"Method|GetSafeConfigFileName(string?,string?)|L10336;Method|TryGetRelativeConfigPath(string,string)|L10261",,,2,2,0,0
Method|IsAppStartedBackup(string?)|L9847,IsAppStartedBackup,IsAppStartedBackup(string?),9847,9854,8,,,,,0,0,0,0
Method|PruneAutomaticBackups(string)|L9856,PruneAutomaticBackups,PruneAutomaticBackups(string),9856,9885,30,IsAppStartedBackup,Method|IsAppStartedBackup(string?)|L9847,,,1,1,0,0
Method|PruneAppStartedBackups(string)|L9887,PruneAppStartedBackups,PruneAppStartedBackups(string),9887,9916,30,,,,,0,0,0,0
Method|BuildCloudModlistName()|L9918,BuildCloudModlistName,BuildCloudModlistName(),9918,9921,4,,,,,0,0,0,0
Method|EnsureQuestPdfLicense()|L9923,EnsureQuestPdfLicense,EnsureQuestPdfLicense(),9923,9929,7,,,,,0,0,0,0
Method|GetLines(string)|L9931,GetLines,GetLines(string),9931,9937,7,,,,,0,0,0,0
"Method|GenerateInstalledModsPdf(string,string,string?,string?,string,string?,IReadOnlyList<ModListItemViewModel>,SerializablePreset,SerializableConfigList?)|L9939",GenerateInstalledModsPdf,"GenerateInstalledModsPdf(string,string,string?,string?,string,string?,IReadOnlyList<ModListItemViewModel>,SerializablePreset,SerializableConfigList?)",9939,10051,113,EnsureQuestPdfLicense;GetLines,Method|EnsureQuestPdfLicense()|L9923;Method|GetLines(string)|L9931,,,2,2,0,0
Method|GetUploaderNameForPdf()|L10053,GetUploaderNameForPdf,GetUploaderNameForPdf(),10053,10065,13,ResolveUploaderName,Method|ResolveUploaderName(string?)|L1673,,,1,1,0,0
Method|DetermineUploaderName(FirebaseModlistStore)|L10067,DetermineUploaderName,DetermineUploaderName(FirebaseModlistStore),10067,10072,6,ResolveUploaderName;SetUsernameDisplay,Method|ResolveUploaderName(string?)|L1673;Method|SetUsernameDisplay(string?)|L1666,,,2,2,0,0
"Method|SaveModlistMenuItem_OnClick(object,RoutedEventArgs)|L10074",SaveModlistMenuItem_OnClick,"SaveModlistMenuItem_OnClick(object,RoutedEventArgs)",10074,10083,10,RefreshLocalModlists;TrySaveModlist,"Method|RefreshLocalModlists(bool,IReadOnlyCollection<string>?)|L11855;Method|TrySaveModlist(Func<string?>?,out string?)|L9442",,,2,2,0,0
Method|SaveModlistToCloudAsync()|L10085,SaveModlistToCloudAsync,SaveModlistToCloudAsync(),10085,10175,91,BuildCloudModlistName;BuildModConfigOptions;DetermineUploaderName;ExecuteCloudOperationAsync;FormatCloudSlotLabel;GetCloudModlistSlotsAsync;PromptForCloudSaveReplacement;ReportStatus;ResolveGameVersion;TryBuildCurrentModlistJson;TryReadModConfigurations,"Method|BuildCloudModlistName()|L9918;Method|BuildModConfigOptions(bool)|L10182;Method|DetermineUploaderName(FirebaseModlistStore)|L10067;Method|ExecuteCloudOperationAsync(Func<FirebaseModlistStore, Task>,string)|L11456;Method|FormatCloudSlotLabel(string)|L12333;Method|GetCloudModlistSlotsAsync(FirebaseModlistStore,bool,bool)|L11817;Method|PromptForCloudSaveReplacement(IReadOnlyList<CloudModlistSlot>)|L11589;Method|ReportStatus(string,bool)|L502;Method|ResolveGameVersion(string?)|L9355;Method|TryBuildCurrentModlistJson(string,string?,string?,string,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,string?,out string)|L9666;Method|TryReadModConfigurations(IReadOnlyList<ModConfigOption>)|L10211",,,11,11,0,0
Method|NormalizeCloudVersion(string?)|L10177,NormalizeCloudVersion,NormalizeCloudVersion(string?),10177,10180,4,,,,,0,0,0,0
Method|BuildModConfigOptions(bool)|L10182,BuildModConfigOptions,BuildModConfigOptions(bool),10182,10209,28,,,,,0,0,0,0
Method|TryReadModConfigurations(IReadOnlyList<ModConfigOption>)|L10211,TryReadModConfigurations,TryReadModConfigurations(IReadOnlyList<ModConfigOption>),10211,10259,49,GetSafeConfigFileName;TryGetRelativeConfigPath,"Method|GetSafeConfigFileName(string?,string?)|L10336;Method|TryGetRelativeConfigPath(string,string)|L10261",,,2,2,0,0
"Method|TryGetRelativeConfigPath(string,string)|L10261",TryGetRelativeConfigPath,"TryGetRelativeConfigPath(string,string)",10261,10277,17,IsPathWithinDirectory;NormalizeRelativeConfigPath,"Method|IsPathWithinDirectory(string,string)|L12526;Method|NormalizeRelativeConfigPath(string?,string)|L10279",,,2,2,0,0
"Method|NormalizeRelativeConfigPath(string?,string)|L10279",NormalizeRelativeConfigPath,"NormalizeRelativeConfigPath(string?,string)",10279,10296,18,,,,,0,0,0,0
"Method|EnsureUniqueRelativePath(string,HashSet<string>)|L10298",EnsureUniqueRelativePath,"EnsureUniqueRelativePath(string,HashSet<string>)",10298,10315,18,,,,,0,0,0,0
Method|GetSupportedConfigFiles(string)|L10317,GetSupportedConfigFiles,GetSupportedConfigFiles(string),10317,10323,7,IsSupportedConfigExtension,Method|IsSupportedConfigExtension(string?)|L10325,,,1,1,0,0
Method|IsSupportedConfigExtension(string?)|L10325,IsSupportedConfigExtension,IsSupportedConfigExtension(string?),10325,10334,10,,,,,0,0,0,0
"Method|GetSafeConfigFileName(string?,string?)|L10336",GetSafeConfigFileName,"GetSafeConfigFileName(string?,string?)",10336,10362,27,ResolveConfigExtension;SanitizeForFileName,Method|ResolveConfigExtension(string?)|L10364;Method|SanitizeForFileName(string?)|L10375,,,2,2,0,0
Method|ResolveConfigExtension(string?)|L10364,ResolveConfigExtension,ResolveConfigExtension(string?),10364,10373,10,IsSupportedConfigExtension,Method|IsSupportedConfigExtension(string?)|L10325,,,1,1,0,0
Method|SanitizeForFileName(string?)|L10375,SanitizeForFileName,SanitizeForFileName(string?),10375,10385,11,,,,,0,0,0,0
"Method|SaveModlistToCloudMenuItem_OnClick(object,RoutedEventArgs)|L10387",SaveModlistToCloudMenuItem_OnClick,"SaveModlistToCloudMenuItem_OnClick(object,RoutedEventArgs)",10387,10394,8,RefreshCloudModlistsAsync;SaveModlistToCloudAsync,Method|RefreshCloudModlistsAsync(bool)|L12066;Method|SaveModlistToCloudAsync()|L10085,,,2,2,0,0
"Method|SaveCloudModlistButton_OnClick(object,RoutedEventArgs)|L10396",SaveCloudModlistButton_OnClick,"SaveCloudModlistButton_OnClick(object,RoutedEventArgs)",10396,10400,5,RefreshCloudModlistsAsync;SaveModlistToCloudAsync,Method|RefreshCloudModlistsAsync(bool)|L12066;Method|SaveModlistToCloudAsync()|L10085,,,2,2,0,0
"Method|ModifyCloudModlistsButton_OnClick(object,RoutedEventArgs)|L10402",ModifyCloudModlistsButton_OnClick,"ModifyCloudModlistsButton_OnClick(object,RoutedEventArgs)",10402,10406,5,ExecuteCloudOperationAsync;ShowCloudModlistManagementDialogAsync,"Method|ExecuteCloudOperationAsync(Func<FirebaseModlistStore, Task>,string)|L11456;Method|ShowCloudModlistManagementDialogAsync(FirebaseModlistStore)|L11604",,,2,2,0,0
"Method|IsCloudUploaderNameAvailableAsync(FirebaseModlistStore,string)|L10408",IsCloudUploaderNameAvailableAsync,"IsCloudUploaderNameAvailableAsync(FirebaseModlistStore,string)",10408,10429,22,ExtractModlistMetadata,Method|ExtractModlistMetadata(string?)|L12348,,,1,1,0,0
"Method|LocalModlistsDataGrid_OnSelectionChanged(object,SelectionChangedEventArgs)|L10431",LocalModlistsDataGrid_OnSelectionChanged,"LocalModlistsDataGrid_OnSelectionChanged(object,SelectionChangedEventArgs)",10431,10444,14,SetLocalModlistSelection,Method|SetLocalModlistSelection(IReadOnlyList<LocalModlistListEntry>)|L12185,,,1,1,0,0
"Method|SaveLocalModlistButton_OnClick(object,RoutedEventArgs)|L10446",SaveLocalModlistButton_OnClick,"SaveLocalModlistButton_OnClick(object,RoutedEventArgs)",10446,10458,13,RefreshLocalModlists;TrySaveModlist,"Method|RefreshLocalModlists(bool,IReadOnlyCollection<string>?)|L11855;Method|TrySaveModlist(Func<string?>?,out string?)|L9442",,,2,2,0,0
"Method|InstallLocalModlistButton_OnClick(object,RoutedEventArgs)|L10460",InstallLocalModlistButton_OnClick,"InstallLocalModlistButton_OnClick(object,RoutedEventArgs)",10460,10478,19,LoadModlistFromFileAsync;RefreshLocalModlists,"Method|LoadModlistFromFileAsync(string)|L11017;Method|RefreshLocalModlists(bool,IReadOnlyCollection<string>?)|L11855",,,2,2,0,0
