MemberId,Name,Signature,StartLine,EndLine,LineCount,CalledMethodNames,ResolvedTargetIds,AmbiguousMethodNames,UnresolvedMethodNames,CallCount,ResolvedCount,AmbiguousCount,UnresolvedCount
"Method|UpdateRowModSubscription(DataGridRow,ModListItemViewModel?)|L4958",UpdateRowModSubscription,"UpdateRowModSubscription(DataGridRow,ModListItemViewModel?)",4958,4988,31,AreHoverOverlaysSuppressed;GetBoundMod;GetBoundModHandler;ResetRowOverlays;SetBoundMod;SetBoundModHandler,"Method|AreHoverOverlaysSuppressed(DataGridRow)|L4920;Method|GetBoundMod(DataGridRow)|L4995;Method|GetBoundModHandler(DataGridRow)|L5005;Method|ResetRowOverlays(DataGridRow)|L4877;Method|SetBoundMod(DataGridRow,ModListItemViewModel?)|L4990;Method|SetBoundModHandler(DataGridRow,PropertyChangedEventHandler?)|L5000",,,6,6,0,0
"Method|SetBoundMod(DataGridRow,ModListItemViewModel?)|L4990",SetBoundMod,"SetBoundMod(DataGridRow,ModListItemViewModel?)",4990,4993,4,,,,,0,0,0,0
Method|GetBoundMod(DataGridRow)|L4995,GetBoundMod,GetBoundMod(DataGridRow),4995,4998,4,,,,,0,0,0,0
"Method|SetBoundModHandler(DataGridRow,PropertyChangedEventHandler?)|L5000",SetBoundModHandler,"SetBoundModHandler(DataGridRow,PropertyChangedEventHandler?)",5000,5003,4,,,,,0,0,0,0
Method|GetBoundModHandler(DataGridRow)|L5005,GetBoundModHandler,GetBoundModHandler(DataGridRow),5005,5008,4,,,,,0,0,0,0
"Method|SetRowIsHovered(DataGridRow,bool)|L5010",SetRowIsHovered,"SetRowIsHovered(DataGridRow,bool)",5010,5013,4,,,,,0,0,0,0
Method|GetRowIsHovered(DataGridRow)|L5015,GetRowIsHovered,GetRowIsHovered(DataGridRow),5015,5018,4,,,,,0,0,0,0
"Method|ModDatabasePageButton_OnClick(object,RoutedEventArgs)|L5020",ModDatabasePageButton_OnClick,"ModDatabasePageButton_OnClick(object,RoutedEventArgs)",5020,5028,9,,,,,0,0,0,0
"Method|SelectedModCopyForServerButton_OnClick(object,RoutedEventArgs)|L5030",SelectedModCopyForServerButton_OnClick,"SelectedModCopyForServerButton_OnClick(object,RoutedEventArgs)",5030,5055,26,ReportStatus,"Method|ReportStatus(string,bool)|L502",,,1,1,0,0
"Method|EditConfigButton_OnClick(object,RoutedEventArgs)|L5057",EditConfigButton_OnClick,"EditConfigButton_OnClick(object,RoutedEventArgs)",5057,5142,86,PromptForConfigFile;ReportStatus;UpdateSelectedModEditConfigButton,"Method|PromptForConfigFile(ModListItemViewModel,string?)|L4464;Method|ReportStatus(string,bool)|L502;Method|UpdateSelectedModEditConfigButton(ModListItemViewModel?)|L13816",,,3,3,0,0
"Method|DeleteModButton_OnClick(object,RoutedEventArgs)|L5144",DeleteModButton_OnClick,"DeleteModButton_OnClick(object,RoutedEventArgs)",5144,5159,16,DeleteSelectedModsAsync;DeleteSingleModAsync,Method|DeleteSelectedModsAsync()|L5167;Method|DeleteSingleModAsync(ModListItemViewModel)|L5181,,,2,2,0,0
"Method|CloseModInfoButton_OnClick(object,RoutedEventArgs)|L5161",CloseModInfoButton_OnClick,"CloseModInfoButton_OnClick(object,RoutedEventArgs)",5161,5165,5,ClearSelection,Method|ClearSelection(bool)|L13537,,,1,1,0,0
Method|DeleteSelectedModsAsync()|L5167,DeleteSelectedModsAsync,DeleteSelectedModsAsync(),5167,5179,13,DeleteMultipleModsAsync;DeleteSingleModAsync,Method|DeleteMultipleModsAsync(IReadOnlyList<ModListItemViewModel>)|L5222;Method|DeleteSingleModAsync(ModListItemViewModel)|L5181,,,2,2,0,0
Method|DeleteSingleModAsync(ModListItemViewModel)|L5181,DeleteSingleModAsync,DeleteSingleModAsync(ModListItemViewModel),5181,5220,40,CreateAutomaticBackupAsync;RefreshModsAsync;ReportStatus;TryDeleteModAtPath;TryGetManagedModPath,"Method|CreateAutomaticBackupAsync(string)|L9696;Method|RefreshModsAsync(bool)|L4175;Method|ReportStatus(string,bool)|L502;Method|TryDeleteModAtPath(ModListItemViewModel,string)|L5295;Method|TryGetManagedModPath(ModListItemViewModel,out string,out string?)|L8910",,,5,5,0,0
Method|DeleteMultipleModsAsync(IReadOnlyList<ModListItemViewModel>)|L5222,DeleteMultipleModsAsync,DeleteMultipleModsAsync(IReadOnlyList<ModListItemViewModel>),5222,5293,72,CreateAutomaticBackupAsync;RefreshModsAsync;ReportStatus;TryDeleteModAtPath;TryGetManagedModPath,"Method|CreateAutomaticBackupAsync(string)|L9696;Method|RefreshModsAsync(bool)|L4175;Method|ReportStatus(string,bool)|L502;Method|TryDeleteModAtPath(ModListItemViewModel,string)|L5295;Method|TryGetManagedModPath(ModListItemViewModel,out string,out string?)|L8910",,,5,5,0,0
"Method|TryDeleteModAtPath(ModListItemViewModel,string)|L5295",TryDeleteModAtPath,"TryDeleteModAtPath(ModListItemViewModel,string)",5295,5333,39,,,,,0,0,0,0
"Method|FixModButton_OnClick(object,RoutedEventArgs)|L5335",FixModButton_OnClick,"FixModButton_OnClick(object,RoutedEventArgs)",5335,5453,119,InstallOrUpdateDependencyAsync;ReportStatus;UpdateSelectedModButtons,"Method|InstallOrUpdateDependencyAsync(ModDependencyInfo,ModListItemViewModel?)|L5559;Method|ReportStatus(string,bool)|L502;Method|UpdateSelectedModButtons()|L13703",,,3,3,0,0
"Method|InstallModButton_OnClick(object,RoutedEventArgs)|L5455",InstallModButton_OnClick,"InstallModButton_OnClick(object,RoutedEventArgs)",5455,5557,103,CreateAutomaticBackupAsync;RefreshModsAsync;RemoveFromSelection;ReportStatus;SelectReleaseForInstall;TryGetInstallTargetPath;UpdateSelectedModButtons,"Method|CreateAutomaticBackupAsync(string)|L9696;Method|RefreshModsAsync(bool)|L4175;Method|RemoveFromSelection(ModListItemViewModel)|L13528;Method|ReportStatus(string,bool)|L502;Method|SelectReleaseForInstall(ModListItemViewModel)|L5698;Method|TryGetInstallTargetPath(ModListItemViewModel,ModReleaseInfo,out string,out string?)|L8991;Method|UpdateSelectedModButtons()|L13703",,,7,7,0,0
"Method|InstallOrUpdateDependencyAsync(ModDependencyInfo,ModListItemViewModel?)|L5559",InstallOrUpdateDependencyAsync,"InstallOrUpdateDependencyAsync(ModDependencyInfo,ModListItemViewModel?)",5559,5655,97,ReportStatus;SelectReleaseForDependency;TryGetDependencyInstallTargetPath;TryGetManagedModPath;TryGetUpdateTargetPath,"Method|ReportStatus(string,bool)|L502;Method|SelectReleaseForDependency(ModDependencyInfo,ModDatabaseInfo)|L5657;Method|TryGetDependencyInstallTargetPath(string,ModReleaseInfo,out string,out string?)|L8950;Method|TryGetManagedModPath(ModListItemViewModel,out string,out string?)|L8910;Method|TryGetUpdateTargetPath(ModListItemViewModel,ModReleaseInfo,string,out string,out string?)|L9032",,,5,5,0,0
"Method|SelectReleaseForDependency(ModDependencyInfo,ModDatabaseInfo)|L5657",SelectReleaseForDependency,"SelectReleaseForDependency(ModDependencyInfo,ModDatabaseInfo)",5657,5696,40,,,,,0,0,0,0
Method|SelectReleaseForInstall(ModListItemViewModel)|L5698,SelectReleaseForInstall,SelectReleaseForInstall(ModListItemViewModel),5698,5705,8,,,,,0,0,0,0
"Method|UpdateModButton_OnClick(object,RoutedEventArgs)|L5707",UpdateModButton_OnClick,"UpdateModButton_OnClick(object,RoutedEventArgs)",5707,5723,17,UpdateModsAsync,"Method|UpdateModsAsync(IReadOnlyList<ModListItemViewModel>,bool,IReadOnlyDictionary<ModListItemViewModel, ModReleaseInfo>?,bool,Func<ModListItemViewModel, ModReleaseInfo, IProgress<ModUpdateProgress>?>?,Action<ModListItemViewModel, ModReleaseInfo, ModUpdateResult>?)|L13891",,,1,1,0,0
"Method|SelectedModVersionComboBox_OnSelectionChanged(object,SelectionChangedEventArgs)|L5725",SelectedModVersionComboBox_OnSelectionChanged,"SelectedModVersionComboBox_OnSelectionChanged(object,SelectionChangedEventArgs)",5725,5749,25,UpdateModsAsync,"Method|UpdateModsAsync(IReadOnlyList<ModListItemViewModel>,bool,IReadOnlyDictionary<ModListItemViewModel, ModReleaseInfo>?,bool,Func<ModListItemViewModel, ModReleaseInfo, IProgress<ModUpdateProgress>?>?,Action<ModListItemViewModel, ModReleaseInfo, ModUpdateResult>?)|L13891",,,1,1,0,0
"Method|SelectedModVersionComboBox_OnDropDownOpened(object,EventArgs)|L5751",SelectedModVersionComboBox_OnDropDownOpened,"SelectedModVersionComboBox_OnDropDownOpened(object,EventArgs)",5751,5771,21,FindDescendantScrollViewer,Method|FindDescendantScrollViewer(DependencyObject?)|L13875,,,1,1,0,0
"Method|UpdateAllModsMenuItem_OnClick(object,RoutedEventArgs)|L5773",UpdateAllModsMenuItem_OnClick,"UpdateAllModsMenuItem_OnClick(object,RoutedEventArgs)",5773,5822,50,CreateAutomaticBackupAsync;UpdateModsAsync,"Method|CreateAutomaticBackupAsync(string)|L9696;Method|UpdateModsAsync(IReadOnlyList<ModListItemViewModel>,bool,IReadOnlyDictionary<ModListItemViewModel, ModReleaseInfo>?,bool,Func<ModListItemViewModel, ModReleaseInfo, IProgress<ModUpdateProgress>?>?,Action<ModListItemViewModel, ModReleaseInfo, ModUpdateResult>?)|L13891",,,2,2,0,0
"Method|CheckModsCompatibilityMenuItem_OnClick(object,RoutedEventArgs)|L5824",CheckModsCompatibilityMenuItem_OnClick,"CheckModsCompatibilityMenuItem_OnClick(object,RoutedEventArgs)",5824,5928,105,EvaluateCompatibility,"Method|EvaluateCompatibility(ModListItemViewModel,string,string,bool)|L5930",,,1,1,0,0
"Method|EvaluateCompatibility(ModListItemViewModel,string,string,bool)|L5930",EvaluateCompatibility,"EvaluateCompatibility(ModListItemViewModel,string,string,bool)",5930,6005,76,ReleaseSupportsVersion,"Method|ReleaseSupportsVersion(ModReleaseInfo,string,bool)|L6007",,,1,1,0,0
"Method|ReleaseSupportsVersion(ModReleaseInfo,string,bool)|L6007",ReleaseSupportsVersion,"ReleaseSupportsVersion(ModReleaseInfo,string,bool)",6007,6019,13,,,,,0,0,0,0
"Method|ModsMenuItem_OnSubmenuOpened(object,RoutedEventArgs)|L6021",ModsMenuItem_OnSubmenuOpened,"ModsMenuItem_OnSubmenuOpened(object,RoutedEventArgs)",6021,6024,4,RefreshDeleteCachedModsMenuHeaderAsync,Method|RefreshDeleteCachedModsMenuHeaderAsync()|L7274,,,1,1,0,0
"Method|DeleteCachedModsMenuItem_OnClick(object,RoutedEventArgs)|L6026",DeleteCachedModsMenuItem_OnClick,"DeleteCachedModsMenuItem_OnClick(object,RoutedEventArgs)",6026,6079,54,GetCachedModsDirectory;RefreshDeleteCachedModsMenuHeaderAsync,Method|GetCachedModsDirectory()|L7355;Method|RefreshDeleteCachedModsMenuHeaderAsync()|L7274,,,2,2,0,0
"Method|SaveInstalledModsPdfMenuItem_OnClick(object,RoutedEventArgs)|L6081",SaveInstalledModsPdfMenuItem_OnClick,"SaveInstalledModsPdfMenuItem_OnClick(object,RoutedEventArgs)",6081,6139,59,BuildCloudModlistName;BuildModConfigOptions;GetUploaderNameForPdf;ResolveGameVersion;TryReadModConfigurations;TrySaveInstalledModsPdf,"Method|BuildCloudModlistName()|L9918;Method|BuildModConfigOptions(bool)|L10182;Method|GetUploaderNameForPdf()|L10053;Method|ResolveGameVersion(string?)|L9355;Method|TryReadModConfigurations(IReadOnlyList<ModConfigOption>)|L10211;Method|TrySaveInstalledModsPdf(string,string?,string?,string,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,string?,IReadOnlyList<ModListItemViewModel>?)|L6141",,,6,6,0,0
"Method|TrySaveInstalledModsPdf(string,string?,string?,string,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,string?,IReadOnlyList<ModListItemViewModel>?)|L6141",TrySaveInstalledModsPdf,"TrySaveInstalledModsPdf(string,string?,string?,string,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,string?,IReadOnlyList<ModListItemViewModel>?)",6141,6266,126,BuildSerializableConfigList;BuildSerializablePreset;BuildSuggestedFileName;EnsureModListDirectory;GenerateInstalledModsPdf;GetUploaderNameForPdf;ResolveGameVersion,"Method|BuildSerializableConfigList(IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?)|L9363;Method|BuildSerializablePreset(string,bool,bool,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,string?)|L9290;Method|BuildSuggestedFileName(string?,string)|L12541;Method|EnsureModListDirectory()|L12502;Method|GenerateInstalledModsPdf(string,string,string?,string?,string,string?,IReadOnlyList<ModListItemViewModel>,SerializablePreset,SerializableConfigList?)|L9939;Method|GetUploaderNameForPdf()|L10053;Method|ResolveGameVersion(string?)|L9355",,,7,7,0,0
"Method|ManagerDataFolderMenuItem_OnClick(object,RoutedEventArgs)|L6268",ManagerDataFolderMenuItem_OnClick,"ManagerDataFolderMenuItem_OnClick(object,RoutedEventArgs)",6268,6296,29,GetManagerDataDirectory;OpenFolder,"Method|GetManagerDataDirectory()|L7360;Method|OpenFolder(string?,string)|L8854",,,2,2,0,0
"Method|ManagerModDbPageMenuItem_OnClick(object,RoutedEventArgs)|L6298",ManagerModDbPageMenuItem_OnClick,"ManagerModDbPageMenuItem_OnClick(object,RoutedEventArgs)",6298,6301,4,OpenManagerModDatabasePage,Method|OpenManagerModDatabasePage()|L6789,,,1,1,0,0
"Method|ChangeManagerFolderMenuItem_OnClick(object,RoutedEventArgs)|L6303",ChangeManagerFolderMenuItem_OnClick,"ChangeManagerFolderMenuItem_OnClick(object,RoutedEventArgs)",6303,6424,122,HandleResetManagerFolder;MoveDirectoryContents;RestartApplication,"Method|HandleResetManagerFolder(string)|L6490;Method|MoveDirectoryContents(string,string)|L6426;Method|RestartApplication()|L6586",,,3,3,0,0
"Method|MoveDirectoryContents(string,string)|L6426",MoveDirectoryContents,"MoveDirectoryContents(string,string)",6426,6488,63,MoveDirectoryContents,"Method|MoveDirectoryContents(string,string)|L6426",,,1,1,0,0
Method|HandleResetManagerFolder(string)|L6490,HandleResetManagerFolder,HandleResetManagerFolder(string),6490,6584,95,MoveDirectoryContents;RestartApplication,"Method|MoveDirectoryContents(string,string)|L6426;Method|RestartApplication()|L6586",,,2,2,0,0
Method|RestartApplication()|L6586,RestartApplication,RestartApplication(),6586,6615,30,,,,,0,0,0,0
"Method|HelpMenuItem_OnClick(object,RoutedEventArgs)|L6617",HelpMenuItem_OnClick,"HelpMenuItem_OnClick(object,RoutedEventArgs)",6617,6628,12,,,,,0,0,0,0
"Method|GuideMenuItem_OnClick(object,RoutedEventArgs)|L6630",GuideMenuItem_OnClick,"GuideMenuItem_OnClick(object,RoutedEventArgs)",6630,6642,13,,,,,0,0,0,0
"Method|ScanForModConfigsMenuItem_OnClick(object,RoutedEventArgs)|L6644",ScanForModConfigsMenuItem_OnClick,"ScanForModConfigsMenuItem_OnClick(object,RoutedEventArgs)",6644,6739,96,ScanForModConfigFilesAsync,Method|ScanForModConfigFilesAsync(MainViewModel)|L3748,,,1,1,0,0
"Method|ManagerUpdateLink_OnRequestNavigate(object,RequestNavigateEventArgs)|L6741",ManagerUpdateLink_OnRequestNavigate,"ManagerUpdateLink_OnRequestNavigate(object,RequestNavigateEventArgs)",6741,6745,5,OpenManagerModDatabasePage,Method|OpenManagerModDatabasePage()|L6789,,,1,1,0,0
"Method|DiscordButton_OnClick(object,RoutedEventArgs)|L6747",DiscordButton_OnClick,"DiscordButton_OnClick(object,RoutedEventArgs)",6747,6780,34,,,,,0,0,0,0
"Method|ModUsagePromptLink_OnClick(object,RoutedEventArgs)|L6782",ModUsagePromptLink_OnClick,"ModUsagePromptLink_OnClick(object,RoutedEventArgs)",6782,6787,6,ShowModUsagePromptDialogAsync,Method|ShowModUsagePromptDialogAsync()|L962,,,1,1,0,0
Method|OpenManagerModDatabasePage()|L6789,OpenManagerModDatabasePage,OpenManagerModDatabasePage(),6789,6817,29,,,,,0,0,0,0
"Method|ExperimentalCompReviewMenuItem_OnClick(object,RoutedEventArgs)|L6819",ExperimentalCompReviewMenuItem_OnClick,"ExperimentalCompReviewMenuItem_OnClick(object,RoutedEventArgs)",6819,6879,61,BuildExperimentalCompReviewMessage;ResolveExperimentalCompReviewIdentifier,Method|BuildExperimentalCompReviewMessage(ModCompatibilityCommentsService.ExperimentalCompReviewResult)|L6881;Method|ResolveExperimentalCompReviewIdentifier(ModListItemViewModel)|L6928,,,2,2,0,0
Method|BuildExperimentalCompReviewMessage(ModCompatibilityCommentsService.ExperimentalCompReviewResult)|L6881,BuildExperimentalCompReviewMessage,BuildExperimentalCompReviewMessage(ModCompatibilityCommentsService.ExperimentalCompReviewResult),6881,6901,21,FormatExperimentalCompReviewScore,Method|FormatExperimentalCompReviewScore(double)|L6903,,,1,1,0,0
Method|FormatExperimentalCompReviewScore(double)|L6903,FormatExperimentalCompReviewScore,FormatExperimentalCompReviewScore(double),6903,6907,5,,,,,0,0,0,0
"Method|DeleteCloudAuthMenuItem_OnClick(object,RoutedEventArgs)|L6909",DeleteCloudAuthMenuItem_OnClick,"DeleteCloudAuthMenuItem_OnClick(object,RoutedEventArgs)",6909,6926,18,DeleteAllCloudModlistsAndAuthorizationAsync;ExecuteCloudOperationAsync,"Method|DeleteAllCloudModlistsAndAuthorizationAsync(FirebaseModlistStore,bool)|L11751;Method|ExecuteCloudOperationAsync(Func<FirebaseModlistStore, Task>,string)|L11456",,,2,2,0,0
Method|ResolveExperimentalCompReviewIdentifier(ModListItemViewModel)|L6928,ResolveExperimentalCompReviewIdentifier,ResolveExperimentalCompReviewIdentifier(ModListItemViewModel),6928,6936,9,TryExtractModSlug,Method|TryExtractModSlug(string?)|L6938,,,1,1,0,0
Method|TryExtractModSlug(string?)|L6938,TryExtractModSlug,TryExtractModSlug(string?),6938,6971,34,,,,,0,0,0,0
"Method|ClearAllCachesMenuItem_OnClick(object,RoutedEventArgs)|L6973",ClearAllCachesMenuItem_OnClick,"ClearAllCachesMenuItem_OnClick(object,RoutedEventArgs)",6973,7088,116,,,,,0,0,0,0
"Method|RestoreFirebaseAuthBackupMenuItem_OnClick(object,RoutedEventArgs)|L7090",RestoreFirebaseAuthBackupMenuItem_OnClick,"RestoreFirebaseAuthBackupMenuItem_OnClick(object,RoutedEventArgs)",7090,7166,77,,,,,0,0,0,0
"Method|DeleteAllManagerFilesMenuItem_OnClick(object,RoutedEventArgs)|L7168",DeleteAllManagerFilesMenuItem_OnClick,"DeleteAllManagerFilesMenuItem_OnClick(object,RoutedEventArgs)",7168,7239,72,DeleteAllCloudModlistsAndAuthorizationAsync;DeleteAllManagerFiles;ExecuteCloudOperationAsync;SwitchToInstalledModsTab,"Method|DeleteAllCloudModlistsAndAuthorizationAsync(FirebaseModlistStore,bool)|L11751;Method|DeleteAllManagerFiles(string?)|L7365;Method|ExecuteCloudOperationAsync(Func<FirebaseModlistStore, Task>,string)|L11456;Method|SwitchToInstalledModsTab()|L7241",,,4,4,0,0
Method|SwitchToInstalledModsTab()|L7241,SwitchToInstalledModsTab,SwitchToInstalledModsTab(),7241,7245,5,,,,,0,0,0,0
Method|PrepareForModlistLoad()|L7247,PrepareForModlistLoad,PrepareForModlistLoad(),7247,7251,5,ClearSelection;SwitchToInstalledModsTab,Method|ClearSelection(bool)|L13537;Method|SwitchToInstalledModsTab()|L7241,,,2,2,0,0
Method|UpdateModlistLoadingUiState()|L7254,UpdateModlistLoadingUiState,UpdateModlistLoadingUiState(),7254,7272,19,,,,,0,0,0,0
Method|RefreshDeleteCachedModsMenuHeaderAsync()|L7274,RefreshDeleteCachedModsMenuHeaderAsync,RefreshDeleteCachedModsMenuHeaderAsync(),7274,7292,19,CalculateDirectorySize;GetCachedModsDirectory,Method|CalculateDirectorySize(string)|L7294;Method|GetCachedModsDirectory()|L7355,,,2,2,0,0
Method|CalculateDirectorySize(string)|L7294,CalculateDirectorySize,CalculateDirectorySize(string),7294,7353,60,,,,,0,0,0,0
Method|GetCachedModsDirectory()|L7355,GetCachedModsDirectory,GetCachedModsDirectory(),7355,7358,4,,,,,0,0,0,0
Method|GetManagerDataDirectory()|L7360,GetManagerDataDirectory,GetManagerDataDirectory(),7360,7363,4,,,,,0,0,0,0
Method|DeleteAllManagerFiles(string?)|L7365,DeleteAllManagerFiles,DeleteAllManagerFiles(string?),7365,7427,63,AddCandidateDirectory;AddCandidateFile;TryCombineSpecialFolder,"Method|AddCandidateDirectory(ISet<string>,string?)|L7429;Method|AddCandidateFile(ISet<string>,string?)|L7437;Method|TryCombineSpecialFolder(Environment.SpecialFolder,string)|L7445",,,3,3,0,0
"Method|AddCandidateDirectory(ISet<string>,string?)|L7429",AddCandidateDirectory,"AddCandidateDirectory(ISet<string>,string?)",7429,7435,7,TryNormalizePath,Method|TryNormalizePath(string?)|L7477,,,1,1,0,0
"Method|AddCandidateFile(ISet<string>,string?)|L7437",AddCandidateFile,"AddCandidateFile(ISet<string>,string?)",7437,7443,7,TryNormalizePath,Method|TryNormalizePath(string?)|L7477,,,1,1,0,0
"Method|TryCombineSpecialFolder(Environment.SpecialFolder,string)|L7445",TryCombineSpecialFolder,"TryCombineSpecialFolder(Environment.SpecialFolder,string)",7445,7459,15,TryGetSpecialFolderPath,Method|TryGetSpecialFolderPath(Environment.SpecialFolder)|L7461,,,1,1,0,0
Method|TryGetSpecialFolderPath(Environment.SpecialFolder)|L7461,TryGetSpecialFolderPath,TryGetSpecialFolderPath(Environment.SpecialFolder),7461,7475,15,,,,,0,0,0,0
Method|TryNormalizePath(string?)|L7477,TryNormalizePath,TryNormalizePath(string?),7477,7490,14,,,,,0,0,0,0
Method|RefreshModsWithErrorHandlingAsync()|L7492,RefreshModsWithErrorHandlingAsync,RefreshModsWithErrorHandlingAsync(),7492,7516,25,RefreshModDetailsOnly,Method|RefreshModDetailsOnly()|L4209,,,1,1,0,0
Method|ClearManagerCaches(bool)|L7518,ClearManagerCaches,ClearManagerCaches(bool),7518,7544,27,BuildCacheClearErrorMessage;ClearCachedModsDirectory,"Method|BuildCacheClearErrorMessage(string,Exception)|L7553;Method|ClearCachedModsDirectory(string)|L7546",,,2,2,0,0
Method|ClearCachedModsDirectory(string)|L7546,ClearCachedModsDirectory,ClearCachedModsDirectory(string),7546,7551,6,,,,,0,0,0,0
"Method|BuildCacheClearErrorMessage(string,Exception)|L7553",BuildCacheClearErrorMessage,"BuildCacheClearErrorMessage(string,Exception)",7553,7570,18,,,,,0,0,0,0
Method|OnActiveGameProfileChangedAsync()|L7572,OnActiveGameProfileChangedAsync,OnActiveGameProfileChangedAsync(),7572,7580,9,RefreshDeveloperProfilesMenuEntries;ReloadViewModelAsync;TryInitializePaths;UpdateActiveGameProfileDisplay;UpdateGameVersionMenuItem;UpdateSyncToServerMenuState,Method|RefreshDeveloperProfilesMenuEntries()|L7752;Method|ReloadViewModelAsync()|L4358;Method|TryInitializePaths()|L4217;Method|UpdateActiveGameProfileDisplay()|L7843;Method|UpdateGameVersionMenuItem(string?)|L1602;Method|UpdateSyncToServerMenuState()|L8034,,,6,6,0,0
"Method|GameProfilesMenuItem_OnSubmenuOpened(object,RoutedEventArgs)|L7582",GameProfilesMenuItem_OnSubmenuOpened,"GameProfilesMenuItem_OnSubmenuOpened(object,RoutedEventArgs)",7582,7586,5,RefreshGameProfileMenuItems;UpdateGameProfileMenuChecks,Method|RefreshGameProfileMenuItems()|L7792;Method|UpdateGameProfileMenuChecks()|L7834,,,2,2,0,0
"Method|CreateGameProfileMenuItem_OnClick(object,RoutedEventArgs)|L7588",CreateGameProfileMenuItem_OnClick,"CreateGameProfileMenuItem_OnClick(object,RoutedEventArgs)",7588,7638,51,OnActiveGameProfileChangedAsync;RefreshGameProfileMenuItems;UpdateGameProfileMenuChecks,Method|OnActiveGameProfileChangedAsync()|L7572;Method|RefreshGameProfileMenuItems()|L7792;Method|UpdateGameProfileMenuChecks()|L7834,,,3,3,0,0
"Method|EditGameProfileMenuItem_OnClick(object,RoutedEventArgs)|L7640",EditGameProfileMenuItem_OnClick,"EditGameProfileMenuItem_OnClick(object,RoutedEventArgs)",7640,7670,31,UpdateSyncToServerMenuState,Method|UpdateSyncToServerMenuState()|L8034,,,1,1,0,0
"Method|DeleteGameProfileMenuItem_OnClick(object,RoutedEventArgs)|L7672",DeleteGameProfileMenuItem_OnClick,"DeleteGameProfileMenuItem_OnClick(object,RoutedEventArgs)",7672,7698,27,OnActiveGameProfileChangedAsync;RefreshGameProfileMenuItems;UpdateGameProfileMenuChecks,Method|OnActiveGameProfileChangedAsync()|L7572;Method|RefreshGameProfileMenuItems()|L7792;Method|UpdateGameProfileMenuChecks()|L7834,,,3,3,0,0
"Method|GameProfileMenuItem_OnClick(object,RoutedEventArgs)|L7700",GameProfileMenuItem_OnClick,"GameProfileMenuItem_OnClick(object,RoutedEventArgs)",7700,7714,15,OnActiveGameProfileChangedAsync;UpdateGameProfileMenuChecks,Method|OnActiveGameProfileChangedAsync()|L7572;Method|UpdateGameProfileMenuChecks()|L7834,,,2,2,0,0
"Method|SelectDataFolderMenuItem_OnClick(object,RoutedEventArgs)|L7716",SelectDataFolderMenuItem_OnClick,"SelectDataFolderMenuItem_OnClick(object,RoutedEventArgs)",7716,7733,18,PromptForDirectory;RefreshDeveloperProfilesMenuEntries;ReloadViewModelAsync,"Method|PromptForDirectory(string,string?,PathValidator,bool)|L4422;Method|RefreshDeveloperProfilesMenuEntries()|L7752;Method|ReloadViewModelAsync()|L4358",,,3,3,0,0
"Method|SelectGameFolderMenuItem_OnClick(object,RoutedEventArgs)|L7735",SelectGameFolderMenuItem_OnClick,"SelectGameFolderMenuItem_OnClick(object,RoutedEventArgs)",7735,7750,16,PromptForDirectory;UpdateGameVersionMenuItem,"Method|PromptForDirectory(string,string?,PathValidator,bool)|L4422;Method|UpdateGameVersionMenuItem(string?)|L1602",,,2,2,0,0
Method|RefreshDeveloperProfilesMenuEntries()|L7752,RefreshDeveloperProfilesMenuEntries,RefreshDeveloperProfilesMenuEntries(),7752,7790,39,UpdateDeveloperProfileMenuChecks,Method|UpdateDeveloperProfileMenuChecks()|L7862,,,1,1,0,0
Method|RefreshGameProfileMenuItems()|L7792,RefreshGameProfileMenuItems,RefreshGameProfileMenuItems(),7792,7832,41,UpdateActiveGameProfileDisplay,Method|UpdateActiveGameProfileDisplay()|L7843,,,1,1,0,0
Method|UpdateGameProfileMenuChecks()|L7834,UpdateGameProfileMenuChecks,UpdateGameProfileMenuChecks(),7834,7841,8,,,,,0,0,0,0
Method|UpdateActiveGameProfileDisplay()|L7843,UpdateActiveGameProfileDisplay,UpdateActiveGameProfileDisplay(),7843,7860,18,,,,,0,0,0,0
Method|UpdateDeveloperProfileMenuChecks()|L7862,UpdateDeveloperProfileMenuChecks,UpdateDeveloperProfileMenuChecks(),7862,7880,19,,,,,0,0,0,0
"Method|DeveloperProfileMenuItem_OnClick(object,RoutedEventArgs)|L7882",DeveloperProfileMenuItem_OnClick,"DeveloperProfileMenuItem_OnClick(object,RoutedEventArgs)",7882,7912,31,ReloadViewModelAsync;UpdateDeveloperProfileMenuChecks,Method|ReloadViewModelAsync()|L4358;Method|UpdateDeveloperProfileMenuChecks()|L7862,,,2,2,0,0
