MemberId,Name,Signature,StartLine,EndLine,CallerIds,CallerSignatures,CallerCount
"Method|TestServerConnectionAsync(ServerTarget,string?,Func<string, HostKeyVerificationResult, Task<bool>>)|L8007",TestServerConnectionAsync,"TestServerConnectionAsync(ServerTarget,string?,Func<string, HostKeyVerificationResult, Task<bool>>)",8007,8017,,,0
"Method|ShowHostKeyVerificationAsync(string,HostKeyVerificationResult)|L8019",ShowHostKeyVerificationAsync,"ShowHostKeyVerificationAsync(string,HostKeyVerificationResult)",8019,8032,"Method|ShowHostKeyVerificationAsync(string,HostKeyVerificationResult)|L8019","ShowHostKeyVerificationAsync(string,HostKeyVerificationResult)",1
Method|UpdateSyncToServerMenuState()|L8034,UpdateSyncToServerMenuState,UpdateSyncToServerMenuState(),8034,8039,"Method|EditGameProfileMenuItem_OnClick(object,RoutedEventArgs)|L7640;Method|ManageServerTargetsMenuItem_OnClick(object,RoutedEventArgs)|L7935;Method|OnActiveGameProfileChangedAsync()|L7572","EditGameProfileMenuItem_OnClick(object,RoutedEventArgs);ManageServerTargetsMenuItem_OnClick(object,RoutedEventArgs);OnActiveGameProfileChangedAsync()",3
Method|TryEnsureDataBackupBeforeLaunchAsync()|L8041,TryEnsureDataBackupBeforeLaunchAsync,TryEnsureDataBackupBeforeLaunchAsync(),8041,8080,"Method|LaunchGameButton_OnClick(object,RoutedEventArgs)|L8082","LaunchGameButton_OnClick(object,RoutedEventArgs)",1
"Method|LaunchGameButton_OnClick(object,RoutedEventArgs)|L8082",LaunchGameButton_OnClick,"LaunchGameButton_OnClick(object,RoutedEventArgs)",8082,8162,,,0
"Method|SetCustomShortcutMenuItem_OnClick(object,RoutedEventArgs)|L8164",SetCustomShortcutMenuItem_OnClick,"SetCustomShortcutMenuItem_OnClick(object,RoutedEventArgs)",8164,8238,,,0
"Method|RestoreDataFolderMenuItem_OnSubmenuOpened(object,RoutedEventArgs)|L8240",RestoreDataFolderMenuItem_OnSubmenuOpened,"RestoreDataFolderMenuItem_OnSubmenuOpened(object,RoutedEventArgs)",8240,8347,,,0
"Method|RestoreDataFolderMenuItem_OnBackupClick(object,RoutedEventArgs)|L8349",RestoreDataFolderMenuItem_OnBackupClick,"RestoreDataFolderMenuItem_OnBackupClick(object,RoutedEventArgs)",8349,8372,,,0
"Method|OpenDataBackupDirectoryMenuItem_OnClick(object?,RoutedEventArgs)|L8374",OpenDataBackupDirectoryMenuItem_OnClick,"OpenDataBackupDirectoryMenuItem_OnClick(object?,RoutedEventArgs)",8374,8412,,,0
"Method|ChangeBackupLocationMenuItem_OnClick(object?,RoutedEventArgs)|L8414",ChangeBackupLocationMenuItem_OnClick,"ChangeBackupLocationMenuItem_OnClick(object?,RoutedEventArgs)",8414,8456,,,0
"Method|DeleteDataFolderBackupsMenuItem_OnClick(object?,RoutedEventArgs)|L8458",DeleteDataFolderBackupsMenuItem_OnClick,"DeleteDataFolderBackupsMenuItem_OnClick(object?,RoutedEventArgs)",8458,8526,,,0
"Method|RestoreBackupMenuItem_OnSubmenuOpened(object,RoutedEventArgs)|L8528",RestoreBackupMenuItem_OnSubmenuOpened,"RestoreBackupMenuItem_OnSubmenuOpened(object,RoutedEventArgs)",8528,8600,,,0
"Method|RestoreBackupMenuItem_OnBackupClick(object,RoutedEventArgs)|L8602",RestoreBackupMenuItem_OnBackupClick,"RestoreBackupMenuItem_OnBackupClick(object,RoutedEventArgs)",8602,8615,,,0
"Method|RestoreBackupAsync(string,bool)|L8617",RestoreBackupAsync,"RestoreBackupAsync(string,bool)",8617,8651,"Method|RestoreBackupMenuItem_OnBackupClick(object,RoutedEventArgs)|L8602","RestoreBackupMenuItem_OnBackupClick(object,RoutedEventArgs)",1
Method|RestoreDataBackupAsync(DataFolderBackupSummary)|L8653,RestoreDataBackupAsync,RestoreDataBackupAsync(DataFolderBackupSummary),8653,8711,"Method|RestoreDataFolderMenuItem_OnBackupClick(object,RoutedEventArgs)|L8349","RestoreDataFolderMenuItem_OnBackupClick(object,RoutedEventArgs)",1
Method|CreateDataBackupProgressReporter(string)|L8713,CreateDataBackupProgressReporter,CreateDataBackupProgressReporter(string),8713,8723,Method|RestoreDataBackupAsync(DataFolderBackupSummary)|L8653;Method|TryEnsureDataBackupBeforeLaunchAsync()|L8041,RestoreDataBackupAsync(DataFolderBackupSummary);TryEnsureDataBackupBeforeLaunchAsync(),2
Method|ShowDataBackupOverlay(string)|L8725,ShowDataBackupOverlay,ShowDataBackupOverlay(string),8725,8730,Method|RestoreDataBackupAsync(DataFolderBackupSummary)|L8653;Method|TryEnsureDataBackupBeforeLaunchAsync()|L8041,RestoreDataBackupAsync(DataFolderBackupSummary);TryEnsureDataBackupBeforeLaunchAsync(),2
Method|HideDataBackupOverlay()|L8732,HideDataBackupOverlay,HideDataBackupOverlay(),8732,8737,Method|RestoreDataBackupAsync(DataFolderBackupSummary)|L8653;Method|TryEnsureDataBackupBeforeLaunchAsync()|L8041,RestoreDataBackupAsync(DataFolderBackupSummary);TryEnsureDataBackupBeforeLaunchAsync(),2
"Method|BeginModlistInstallUi(int,string)|L8739",BeginModlistInstallUi,"BeginModlistInstallUi(int,string)",8739,8747,"Method|ApplyPresetModVersionsAsync(ModPreset)|L12806;Method|UpdateModsAsync(IReadOnlyList<ModListItemViewModel>,bool,IReadOnlyDictionary<ModListItemViewModel, ModReleaseInfo>?,bool,Func<ModListItemViewModel, ModReleaseInfo, IProgress<ModUpdateProgress>?>?,Action<ModListItemViewModel, ModReleaseInfo, ModUpdateResult>?)|L13891","ApplyPresetModVersionsAsync(ModPreset);UpdateModsAsync(IReadOnlyList<ModListItemViewModel>,bool,IReadOnlyDictionary<ModListItemViewModel, ModReleaseInfo>?,bool,Func<ModListItemViewModel, ModReleaseInfo, IProgress<ModUpdateProgress>?>?,Action<ModListItemViewModel, ModReleaseInfo, ModUpdateResult>?)",2
"Method|UpdateModlistInstallUi(string,double?,double?)|L8749",UpdateModlistInstallUi,"UpdateModlistInstallUi(string,double?,double?)",8749,8759,Method|CreateModlistInstallProgressReporter(string)|L8815,CreateModlistInstallProgressReporter(string),1
Method|CompleteModlistInstallStep(string)|L8761,CompleteModlistInstallStep,CompleteModlistInstallStep(string),8761,8769,"Method|ApplyPresetModVersionsAsync(ModPreset)|L12806;Method|UpdateModsAsync(IReadOnlyList<ModListItemViewModel>,bool,IReadOnlyDictionary<ModListItemViewModel, ModReleaseInfo>?,bool,Func<ModListItemViewModel, ModReleaseInfo, IProgress<ModUpdateProgress>?>?,Action<ModListItemViewModel, ModReleaseInfo, ModUpdateResult>?)|L13891","ApplyPresetModVersionsAsync(ModPreset);UpdateModsAsync(IReadOnlyList<ModListItemViewModel>,bool,IReadOnlyDictionary<ModListItemViewModel, ModReleaseInfo>?,bool,Func<ModListItemViewModel, ModReleaseInfo, IProgress<ModUpdateProgress>?>?,Action<ModListItemViewModel, ModReleaseInfo, ModUpdateResult>?)",2
Method|EndModlistInstallUi()|L8771,EndModlistInstallUi,EndModlistInstallUi(),8771,8779,"Method|ApplyPresetModVersionsAsync(ModPreset)|L12806;Method|UpdateModsAsync(IReadOnlyList<ModListItemViewModel>,bool,IReadOnlyDictionary<ModListItemViewModel, ModReleaseInfo>?,bool,Func<ModListItemViewModel, ModReleaseInfo, IProgress<ModUpdateProgress>?>?,Action<ModListItemViewModel, ModReleaseInfo, ModUpdateResult>?)|L13891","ApplyPresetModVersionsAsync(ModPreset);UpdateModsAsync(IReadOnlyList<ModListItemViewModel>,bool,IReadOnlyDictionary<ModListItemViewModel, ModReleaseInfo>?,bool,Func<ModListItemViewModel, ModReleaseInfo, IProgress<ModUpdateProgress>?>?,Action<ModListItemViewModel, ModReleaseInfo, ModUpdateResult>?)",2
Method|ClampPercent(double?)|L8781,ClampPercent,ClampPercent(double?),8781,8785,"Method|UpdateModlistInstallUi(string,double?,double?)|L8749","UpdateModlistInstallUi(string,double?,double?)",1
Method|UpdateModlistDownloadSpeed(double?)|L8787,UpdateModlistDownloadSpeed,UpdateModlistDownloadSpeed(double?),8787,8798,"Method|BeginModlistInstallUi(int,string)|L8739;Method|CompleteModlistInstallStep(string)|L8761;Method|EndModlistInstallUi()|L8771;Method|UpdateModlistInstallUi(string,double?,double?)|L8749","BeginModlistInstallUi(int,string);CompleteModlistInstallStep(string);EndModlistInstallUi();UpdateModlistInstallUi(string,double?,double?)",4
Method|FormatDownloadSpeed(double)|L8800,FormatDownloadSpeed,FormatDownloadSpeed(double),8800,8813,Method|UpdateModlistDownloadSpeed(double?)|L8787,UpdateModlistDownloadSpeed(double?),1
Method|CreateModlistInstallProgressReporter(string)|L8815,CreateModlistInstallProgressReporter,CreateModlistInstallProgressReporter(string),8815,8825,"Method|ApplyPresetModVersionsAsync(ModPreset)|L12806;Method|UpdateModsAsync(IReadOnlyList<ModListItemViewModel>,bool,IReadOnlyDictionary<ModListItemViewModel, ModReleaseInfo>?,bool,Func<ModListItemViewModel, ModReleaseInfo, IProgress<ModUpdateProgress>?>?,Action<ModListItemViewModel, ModReleaseInfo, ModUpdateResult>?)|L13891","ApplyPresetModVersionsAsync(ModPreset);UpdateModsAsync(IReadOnlyList<ModListItemViewModel>,bool,IReadOnlyDictionary<ModListItemViewModel, ModReleaseInfo>?,bool,Func<ModListItemViewModel, ModReleaseInfo, IProgress<ModUpdateProgress>?>?,Action<ModListItemViewModel, ModReleaseInfo, ModUpdateResult>?)",2
"Method|CreateModUpdateProgressReporter(string,IProgress<ModUpdateProgress>?)|L8827",CreateModUpdateProgressReporter,"CreateModUpdateProgressReporter(string,IProgress<ModUpdateProgress>?)",8827,8837,"Method|TryInstallPresetModAsync(ModPresetModState,IProgress<ModUpdateProgress>?)|L13041;Method|UpdateModsAsync(IReadOnlyList<ModListItemViewModel>,bool,IReadOnlyDictionary<ModListItemViewModel, ModReleaseInfo>?,bool,Func<ModListItemViewModel, ModReleaseInfo, IProgress<ModUpdateProgress>?>?,Action<ModListItemViewModel, ModReleaseInfo, ModUpdateResult>?)|L13891","TryInstallPresetModAsync(ModPresetModState,IProgress<ModUpdateProgress>?);UpdateModsAsync(IReadOnlyList<ModListItemViewModel>,bool,IReadOnlyDictionary<ModListItemViewModel, ModReleaseInfo>?,bool,Func<ModListItemViewModel, ModReleaseInfo, IProgress<ModUpdateProgress>?>?,Action<ModListItemViewModel, ModReleaseInfo, ModUpdateResult>?)",2
"Method|OpenModFolderButton_OnClick(object,RoutedEventArgs)|L8839",OpenModFolderButton_OnClick,"OpenModFolderButton_OnClick(object,RoutedEventArgs)",8839,8842,,,0
"Method|OpenConfigFolderButton_OnClick(object,RoutedEventArgs)|L8844",OpenConfigFolderButton_OnClick,"OpenConfigFolderButton_OnClick(object,RoutedEventArgs)",8844,8847,,,0
"Method|OpenLogsFolderButton_OnClick(object,RoutedEventArgs)|L8849",OpenLogsFolderButton_OnClick,"OpenLogsFolderButton_OnClick(object,RoutedEventArgs)",8849,8852,,,0
"Method|OpenFolder(string?,string)|L8854",OpenFolder,"OpenFolder(string?,string)",8854,8887,"Method|ManagerDataFolderMenuItem_OnClick(object,RoutedEventArgs)|L6268;Method|OpenConfigFolderButton_OnClick(object,RoutedEventArgs)|L8844;Method|OpenLogsFolderButton_OnClick(object,RoutedEventArgs)|L8849;Method|OpenModFolderButton_OnClick(object,RoutedEventArgs)|L8839;Method|OpenModlistsFolderButton_OnClick(object,RoutedEventArgs)|L10480","ManagerDataFolderMenuItem_OnClick(object,RoutedEventArgs);OpenConfigFolderButton_OnClick(object,RoutedEventArgs);OpenLogsFolderButton_OnClick(object,RoutedEventArgs);OpenModFolderButton_OnClick(object,RoutedEventArgs);OpenModlistsFolderButton_OnClick(object,RoutedEventArgs)",5
Method|OpenFolderWithShell(string)|L8889,OpenFolderWithShell,OpenFolderWithShell(string),8889,8908,"Method|OpenFolder(string?,string)|L8854","OpenFolder(string?,string)",1
"Method|TryGetManagedModPath(ModListItemViewModel,out string,out string?)|L8910",TryGetManagedModPath,"TryGetManagedModPath(ModListItemViewModel,out string,out string?)",8910,8948,"Method|ApplyExclusivePresetAsync(ModPreset)|L13110;Method|DeleteMultipleModsAsync(IReadOnlyList<ModListItemViewModel>)|L5222;Method|DeleteSingleModAsync(ModListItemViewModel)|L5181;Method|InstallOrUpdateDependencyAsync(ModDependencyInfo,ModListItemViewModel?)|L5559;Method|UpdateModsAsync(IReadOnlyList<ModListItemViewModel>,bool,IReadOnlyDictionary<ModListItemViewModel, ModReleaseInfo>?,bool,Func<ModListItemViewModel, ModReleaseInfo, IProgress<ModUpdateProgress>?>?,Action<ModListItemViewModel, ModReleaseInfo, ModUpdateResult>?)|L13891","ApplyExclusivePresetAsync(ModPreset);DeleteMultipleModsAsync(IReadOnlyList<ModListItemViewModel>);DeleteSingleModAsync(ModListItemViewModel);InstallOrUpdateDependencyAsync(ModDependencyInfo,ModListItemViewModel?);UpdateModsAsync(IReadOnlyList<ModListItemViewModel>,bool,IReadOnlyDictionary<ModListItemViewModel, ModReleaseInfo>?,bool,Func<ModListItemViewModel, ModReleaseInfo, IProgress<ModUpdateProgress>?>?,Action<ModListItemViewModel, ModReleaseInfo, ModUpdateResult>?)",5
"Method|TryGetDependencyInstallTargetPath(string,ModReleaseInfo,out string,out string?)|L8950",TryGetDependencyInstallTargetPath,"TryGetDependencyInstallTargetPath(string,ModReleaseInfo,out string,out string?)",8950,8989,"Method|InstallOrUpdateDependencyAsync(ModDependencyInfo,ModListItemViewModel?)|L5559;Method|TryInstallPresetModAsync(ModPresetModState,IProgress<ModUpdateProgress>?)|L13041","InstallOrUpdateDependencyAsync(ModDependencyInfo,ModListItemViewModel?);TryInstallPresetModAsync(ModPresetModState,IProgress<ModUpdateProgress>?)",2
"Method|TryGetInstallTargetPath(ModListItemViewModel,ModReleaseInfo,out string,out string?)|L8991",TryGetInstallTargetPath,"TryGetInstallTargetPath(ModListItemViewModel,ModReleaseInfo,out string,out string?)",8991,9030,"Method|InstallModButton_OnClick(object,RoutedEventArgs)|L5455;Method|InstallModFromBrowserAsync(DownloadableMod)|L2736","InstallModButton_OnClick(object,RoutedEventArgs);InstallModFromBrowserAsync(DownloadableMod)",2
"Method|TryGetUpdateTargetPath(ModListItemViewModel,ModReleaseInfo,string,out string,out string?)|L9032",TryGetUpdateTargetPath,"TryGetUpdateTargetPath(ModListItemViewModel,ModReleaseInfo,string,out string,out string?)",9032,9077,"Method|InstallOrUpdateDependencyAsync(ModDependencyInfo,ModListItemViewModel?)|L5559;Method|UpdateModsAsync(IReadOnlyList<ModListItemViewModel>,bool,IReadOnlyDictionary<ModListItemViewModel, ModReleaseInfo>?,bool,Func<ModListItemViewModel, ModReleaseInfo, IProgress<ModUpdateProgress>?>?,Action<ModListItemViewModel, ModReleaseInfo, ModUpdateResult>?)|L13891","InstallOrUpdateDependencyAsync(ModDependencyInfo,ModListItemViewModel?);UpdateModsAsync(IReadOnlyList<ModListItemViewModel>,bool,IReadOnlyDictionary<ModListItemViewModel, ModReleaseInfo>?,bool,Func<ModListItemViewModel, ModReleaseInfo, IProgress<ModUpdateProgress>?>?,Action<ModListItemViewModel, ModReleaseInfo, ModUpdateResult>?)",2
Method|IsPathWithinManagedMods(string)|L9079,IsPathWithinManagedMods,IsPathWithinManagedMods(string),9079,9086,"Method|TryEnsureManagedModTargetIsSafe(string,out string?)|L9164;Method|TryGetManagedModPath(ModListItemViewModel,out string,out string?)|L8910","TryEnsureManagedModTargetIsSafe(string,out string?);TryGetManagedModPath(ModListItemViewModel,out string,out string?)",2
"Method|IsPathUnderDirectory(string,string?)|L9088",IsPathUnderDirectory,"IsPathUnderDirectory(string,string?)",9088,9112,Method|IsPathWithinManagedMods(string)|L9079,IsPathWithinManagedMods(string),1
"Method|IsSameDirectory(string?,string?)|L9114",IsSameDirectory,"IsSameDirectory(string?,string?)",9114,9129,"Method|RestoreDataBackupAsync(DataFolderBackupSummary)|L8653;Method|RestoreDataFolderMenuItem_OnSubmenuOpened(object,RoutedEventArgs)|L8240","RestoreDataBackupAsync(DataFolderBackupSummary);RestoreDataFolderMenuItem_OnSubmenuOpened(object,RoutedEventArgs)",2
"Method|SanitizeFileName(string?,string)|L9131",SanitizeFileName,"SanitizeFileName(string?,string)",9131,9141,"Method|CreateBackupAsync(string,string,bool,bool)|L9714;Method|GetLocalModBackupEntryDirectory(string,ModListItemViewModel)|L12475;Method|TryGetDependencyInstallTargetPath(string,ModReleaseInfo,out string,out string?)|L8950;Method|TryGetInstallTargetPath(ModListItemViewModel,ModReleaseInfo,out string,out string?)|L8991;Method|TryGetUpdateTargetPath(ModListItemViewModel,ModReleaseInfo,string,out string,out string?)|L9032","CreateBackupAsync(string,string,bool,bool);GetLocalModBackupEntryDirectory(string,ModListItemViewModel);TryGetDependencyInstallTargetPath(string,ModReleaseInfo,out string,out string?);TryGetInstallTargetPath(ModListItemViewModel,ModReleaseInfo,out string,out string?);TryGetUpdateTargetPath(ModListItemViewModel,ModReleaseInfo,string,out string,out string?)",5
Method|EnsureUniqueFilePath(string)|L9143,EnsureUniqueFilePath,EnsureUniqueFilePath(string),9143,9162,"Method|BackupLocalModAtPath(string,string)|L12484;Method|MigrateLegacyRebuiltModlistsIfNeeded()|L623;Method|TryGetDependencyInstallTargetPath(string,ModReleaseInfo,out string,out string?)|L8950;Method|TryGetInstallTargetPath(ModListItemViewModel,ModReleaseInfo,out string,out string?)|L8991","BackupLocalModAtPath(string,string);MigrateLegacyRebuiltModlistsIfNeeded();TryGetDependencyInstallTargetPath(string,ModReleaseInfo,out string,out string?);TryGetInstallTargetPath(ModListItemViewModel,ModReleaseInfo,out string,out string?)",4
"Method|TryEnsureManagedModTargetIsSafe(string,out string?)|L9164",TryEnsureManagedModTargetIsSafe,"TryEnsureManagedModTargetIsSafe(string,out string?)",9164,9207,"Method|TryGetManagedModPath(ModListItemViewModel,out string,out string?)|L8910","TryGetManagedModPath(ModListItemViewModel,out string,out string?)",1
"Method|TrySaveSnapshot(string,string,string,string,string,Func<string?>?,Action<string>?,string,bool,bool,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,Action<SerializablePreset>?)|L9209",TrySaveSnapshot,"TrySaveSnapshot(string,string,string,string,string,Func<string?>?,Action<string>?,string,bool,bool,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,Action<SerializablePreset>?)",9209,9288,"Method|SavePresetMenuItem_OnClick(object,RoutedEventArgs)|L9417","SavePresetMenuItem_OnClick(object,RoutedEventArgs)",1
"Method|BuildSerializablePreset(string,bool,bool,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,string?)|L9290",BuildSerializablePreset,"BuildSerializablePreset(string,bool,bool,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,string?)",9290,9353,"Method|CreateBackupAsync(string,string,bool,bool)|L9714;Method|TryBuildCurrentModlistJson(string,string?,string?,string,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,string?,out string)|L9666;Method|TrySaveAutomaticModlist(string,out string,out string)|L9542;Method|TrySaveInstalledModsPdf(string,string?,string?,string,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,string?,IReadOnlyList<ModListItemViewModel>?)|L6141;Method|TrySaveModlist(Func<string?>?,out string?)|L9442;Method|TrySaveSnapshot(string,string,string,string,string,Func<string?>?,Action<string>?,string,bool,bool,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,Action<SerializablePreset>?)|L9209","CreateBackupAsync(string,string,bool,bool);TryBuildCurrentModlistJson(string,string?,string?,string,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,string?,out string);TrySaveAutomaticModlist(string,out string,out string);TrySaveInstalledModsPdf(string,string?,string?,string,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,string?,IReadOnlyList<ModListItemViewModel>?);TrySaveModlist(Func<string?>?,out string?);TrySaveSnapshot(string,string,string,string,string,Func<string?>?,Action<string>?,string,bool,bool,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,Action<SerializablePreset>?)",6
Method|ResolveGameVersion(string?)|L9355,ResolveGameVersion,ResolveGameVersion(string?),9355,9361,"Method|CreateBackupAsync(string,string,bool,bool)|L9714;Method|SaveInstalledModsPdfMenuItem_OnClick(object,RoutedEventArgs)|L6081;Method|SaveModlistToCloudAsync()|L10085;Method|TrySaveAutomaticModlist(string,out string,out string)|L9542;Method|TrySaveInstalledModsPdf(string,string?,string?,string,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,string?,IReadOnlyList<ModListItemViewModel>?)|L6141;Method|TrySaveModlist(Func<string?>?,out string?)|L9442;Method|TrySaveSnapshot(string,string,string,string,string,Func<string?>?,Action<string>?,string,bool,bool,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,Action<SerializablePreset>?)|L9209","CreateBackupAsync(string,string,bool,bool);SaveInstalledModsPdfMenuItem_OnClick(object,RoutedEventArgs);SaveModlistToCloudAsync();TrySaveAutomaticModlist(string,out string,out string);TrySaveInstalledModsPdf(string,string?,string?,string,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,string?,IReadOnlyList<ModListItemViewModel>?);TrySaveModlist(Func<string?>?,out string?);TrySaveSnapshot(string,string,string,string,string,Func<string?>?,Action<string>?,string,bool,bool,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,Action<SerializablePreset>?)",7
"Method|BuildSerializableConfigList(IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?)|L9363",BuildSerializableConfigList,"BuildSerializableConfigList(IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?)",9363,9411,"Method|BuildSerializablePreset(string,bool,bool,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,string?)|L9290;Method|TrySaveInstalledModsPdf(string,string?,string?,string,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,string?,IReadOnlyList<ModListItemViewModel>?)|L6141","BuildSerializablePreset(string,bool,bool,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,string?);TrySaveInstalledModsPdf(string,string?,string?,string,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,string?,IReadOnlyList<ModListItemViewModel>?)",2
"Method|SavePresetMenuItem_OnClick(object,RoutedEventArgs)|L9417",SavePresetMenuItem_OnClick,"SavePresetMenuItem_OnClick(object,RoutedEventArgs)",9417,9435,,,0
Method|TrySaveModlist()|L9437,TrySaveModlist,TrySaveModlist(),9437,9440,,,0
"Method|TrySaveModlist(Func<string?>?,out string?)|L9442",TrySaveModlist,"TrySaveModlist(Func<string?>?,out string?)",9442,9540,"Method|EnsureModlistBackupBeforeLoad()|L9625;Method|SaveLocalModlistButton_OnClick(object,RoutedEventArgs)|L10446;Method|SaveModlistMenuItem_OnClick(object,RoutedEventArgs)|L10074;Method|TrySaveModlist()|L9437","EnsureModlistBackupBeforeLoad();SaveLocalModlistButton_OnClick(object,RoutedEventArgs);SaveModlistMenuItem_OnClick(object,RoutedEventArgs);TrySaveModlist()",4
"Method|TrySaveAutomaticModlist(string,out string,out string)|L9542",TrySaveAutomaticModlist,"TrySaveAutomaticModlist(string,out string,out string)",9542,9580,,,0
Method|PromptModlistLoadMode()|L9582,PromptModlistLoadMode,PromptModlistLoadMode(),9582,9616,"Method|InstallCloudModlistButton_OnClick(object,RoutedEventArgs)|L10666;Method|LoadModlistFromCloudMenuItem_OnClick(object,RoutedEventArgs)|L10740;Method|LoadModlistFromFileAsync(string)|L11017","InstallCloudModlistButton_OnClick(object,RoutedEventArgs);LoadModlistFromCloudMenuItem_OnClick(object,RoutedEventArgs);LoadModlistFromFileAsync(string)",3
Method|GetModlistLoadOptions(ModlistLoadMode)|L9618,GetModlistLoadOptions,GetModlistLoadOptions(ModlistLoadMode),9618,9623,"Method|InstallCloudModlistButton_OnClick(object,RoutedEventArgs)|L10666;Method|LoadModlistFromCloudMenuItem_OnClick(object,RoutedEventArgs)|L10740;Method|LoadModlistFromFileAsync(string)|L11017","InstallCloudModlistButton_OnClick(object,RoutedEventArgs);LoadModlistFromCloudMenuItem_OnClick(object,RoutedEventArgs);LoadModlistFromFileAsync(string)",3
Method|EnsureModlistBackupBeforeLoad()|L9625,EnsureModlistBackupBeforeLoad,EnsureModlistBackupBeforeLoad(),9625,9664,"Method|InstallCloudModlistButton_OnClick(object,RoutedEventArgs)|L10666;Method|LoadModlistFromCloudMenuItem_OnClick(object,RoutedEventArgs)|L10740;Method|LoadModlistFromFileAsync(string)|L11017","InstallCloudModlistButton_OnClick(object,RoutedEventArgs);LoadModlistFromCloudMenuItem_OnClick(object,RoutedEventArgs);LoadModlistFromFileAsync(string)",3
"Method|TryBuildCurrentModlistJson(string,string?,string?,string,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,string?,out string)|L9666",TryBuildCurrentModlistJson,"TryBuildCurrentModlistJson(string,string?,string?,string,IReadOnlyDictionary<string, IReadOnlyList<ModConfigurationSnapshot>>?,string?,out string)",9666,9694,Method|SaveModlistToCloudAsync()|L10085,SaveModlistToCloudAsync(),1
Method|CreateAutomaticBackupAsync(string)|L9696,CreateAutomaticBackupAsync,CreateAutomaticBackupAsync(string),9696,9703,"Method|DeleteMultipleModsAsync(IReadOnlyList<ModListItemViewModel>)|L5222;Method|DeleteSingleModAsync(ModListItemViewModel)|L5181;Method|InstallCloudModlistButton_OnClick(object,RoutedEventArgs)|L10666;Method|InstallModButton_OnClick(object,RoutedEventArgs)|L5455;Method|InstallModFromBrowserAsync(DownloadableMod)|L2736;Method|LoadModlistFromCloudMenuItem_OnClick(object,RoutedEventArgs)|L10740;Method|LoadModlistFromFileAsync(string)|L11017;Method|UpdateAllModsMenuItem_OnClick(object,RoutedEventArgs)|L5773","DeleteMultipleModsAsync(IReadOnlyList<ModListItemViewModel>);DeleteSingleModAsync(ModListItemViewModel);InstallCloudModlistButton_OnClick(object,RoutedEventArgs);InstallModButton_OnClick(object,RoutedEventArgs);InstallModFromBrowserAsync(DownloadableMod);LoadModlistFromCloudMenuItem_OnClick(object,RoutedEventArgs);LoadModlistFromFileAsync(string);UpdateAllModsMenuItem_OnClick(object,RoutedEventArgs)",8
Method|CreateAppStartedBackupAsync()|L9705,CreateAppStartedBackupAsync,CreateAppStartedBackupAsync(),9705,9712,"Method|MainWindow_Loaded(object,RoutedEventArgs)|L590","MainWindow_Loaded(object,RoutedEventArgs)",1
"Method|CreateBackupAsync(string,string,bool,bool)|L9714",CreateBackupAsync,"CreateBackupAsync(string,string,bool,bool)",9714,9789,Method|CreateAppStartedBackupAsync()|L9705;Method|CreateAutomaticBackupAsync(string)|L9696,CreateAppStartedBackupAsync();CreateAutomaticBackupAsync(string),2
Method|CaptureConfigurationsForBackup(IReadOnlyList<ModListItemViewModel>)|L9791,CaptureConfigurationsForBackup,CaptureConfigurationsForBackup(IReadOnlyList<ModListItemViewModel>),9791,9845,"Method|CreateBackupAsync(string,string,bool,bool)|L9714","CreateBackupAsync(string,string,bool,bool)",1
Method|IsAppStartedBackup(string?)|L9847,IsAppStartedBackup,IsAppStartedBackup(string?),9847,9854,"Method|PruneAutomaticBackups(string)|L9856;Method|RestoreBackupMenuItem_OnSubmenuOpened(object,RoutedEventArgs)|L8528","PruneAutomaticBackups(string);RestoreBackupMenuItem_OnSubmenuOpened(object,RoutedEventArgs)",2
