MemberId,Name,Signature,StartLine,EndLine,CallerIds,CallerSignatures,CallerCount
Method|EnsureUserReportVotingConsent()|L3273,EnsureUserReportVotingConsent,EnsureUserReportVotingConsent(),3273,3282,"Method|UserReportsButton_OnClick(object,RoutedEventArgs)|L4658","UserReportsButton_OnClick(object,RoutedEventArgs)",1
Method|EnsureFirebaseAuthBackedUpIfAvailable()|L3284,EnsureFirebaseAuthBackedUpIfAvailable,EnsureFirebaseAuthBackedUpIfAvailable(),3284,3316,"Method|EnsureFirebaseAuthConsent(string)|L3240;Method|ExecuteCloudOperationAsync(Func<FirebaseModlistStore, Task>,string)|L11456;Method|ModlistsTabControl_OnSelectionChanged(object,SelectionChangedEventArgs)|L3159","EnsureFirebaseAuthConsent(string);ExecuteCloudOperationAsync(Func<FirebaseModlistStore, Task>,string);ModlistsTabControl_OnSelectionChanged(object,SelectionChangedEventArgs)",3
Method|DeleteFirebaseAuthFiles()|L3318,DeleteFirebaseAuthFiles,DeleteFirebaseAuthFiles(),3318,3329,"Method|DeleteAllCloudModlistsAndAuthorizationAsync(FirebaseModlistStore,bool)|L11751","DeleteAllCloudModlistsAndAuthorizationAsync(FirebaseModlistStore,bool)",1
Method|TryDeleteFirebaseAuthFile(string)|L3331,TryDeleteFirebaseAuthFile,TryDeleteFirebaseAuthFile(string),3331,3344,Method|DeleteFirebaseAuthFiles()|L3318,DeleteFirebaseAuthFiles(),1
Method|UpdateSearchSortingBehavior(bool)|L3346,UpdateSearchSortingBehavior,UpdateSearchSortingBehavior(bool),3346,3351,Method|UpdateSearchColumnVisibility(bool)|L3046,UpdateSearchColumnVisibility(bool),1
Method|ShouldRefreshAfterDependencyResolution(string?)|L3353,ShouldRefreshAfterDependencyResolution,ShouldRefreshAfterDependencyResolution(string?),3353,3357,"Method|ViewModelOnPropertyChanged(object?,PropertyChangedEventArgs)|L2963","ViewModelOnPropertyChanged(object?,PropertyChangedEventArgs)",1
Method|RefreshModsAfterDependencyResolutionAsync()|L3359,RefreshModsAfterDependencyResolutionAsync,RefreshModsAfterDependencyResolutionAsync(),3359,3383,"Method|ViewModelOnPropertyChanged(object?,PropertyChangedEventArgs)|L2963","ViewModelOnPropertyChanged(object?,PropertyChangedEventArgs)",1
Method|ScheduleRefreshAfterModlistLoadIfReady()|L3385,ScheduleRefreshAfterModlistLoadIfReady,ScheduleRefreshAfterModlistLoadIfReady(),3385,3416,"Method|ApplyPresetAsync(ModPreset,bool)|L12576;Method|ViewModelOnPropertyChanged(object?,PropertyChangedEventArgs)|L2963","ApplyPresetAsync(ModPreset,bool);ViewModelOnPropertyChanged(object?,PropertyChangedEventArgs)",2
Method|RestoreSortPreference()|L3418,RestoreSortPreference,RestoreSortPreference(),3418,3429,Method|InitializeViewModel()|L2568,InitializeViewModel(),1
"Method|ApplyModListSort(string,ListSortDirection,bool)|L3431",ApplyModListSort,"ApplyModListSort(string,ListSortDirection,bool)",3431,3448,"Method|ModsDataGrid_OnSorting(object,DataGridSortingEventArgs)|L4614;Method|RestoreSortPreference()|L3418","ModsDataGrid_OnSorting(object,DataGridSortingEventArgs);RestoreSortPreference()",2
"Method|ApplySortOption(SortOption,bool)|L3450",ApplySortOption,"ApplySortOption(SortOption,bool)",3450,3474,"Method|ApplyModListSort(string,ListSortDirection,bool)|L3431","ApplyModListSort(string,ListSortDirection,bool)",1
