MemberId,Type,Name,Signature,StartLine,EndLine,LineCount,Modifiers,ReturnType,Parameters
Field|_isModUpdateInProgress|L384,Field,_isModUpdateInProgress,_isModUpdateInProgress,384,384,1,private,bool,
Field|_isModUsageDialogOpen|L385,Field,_isModUsageDialogOpen,_isModUsageDialogOpen,385,385,1,private,bool,
Field|_isRefreshingAfterModlistLoad|L386,Field,_isRefreshingAfterModlistLoad,_isRefreshingAfterModlistLoad,386,386,1,private,bool,
Field|_isWindowActive|L387,Field,_isWindowActive,_isWindowActive,387,387,1,private,bool,
Field|_refreshAfterModlistLoadPending|L388,Field,_refreshAfterModlistLoadPending,_refreshAfterModlistLoadPending,388,388,1,private,bool,
Field|_localModlistsLoaded|L389,Field,_localModlistsLoaded,_localModlistsLoaded,389,389,1,private,bool,
Field|_suppressSortPreferenceSave|L390,Field,_suppressSortPreferenceSave,_suppressSortPreferenceSave,390,390,1,private,bool,
Field|_isModBrowserWatcherSubscribed|L391,Field,_isModBrowserWatcherSubscribed,_isModBrowserWatcherSubscribed,391,391,1,private,bool,
Field|_modInfoDragOffset|L394,Field,_modInfoDragOffset,_modInfoDragOffset,394,394,1,private,Point,
Field|_recentLocalModBackupDirectory|L397,Field,_recentLocalModBackupDirectory,_recentLocalModBackupDirectory,397,397,1,private,string?,
Field|_recentLocalModBackupModNames|L398,Field,_recentLocalModBackupModNames,_recentLocalModBackupModNames,398,398,1,private,List<string>?,
Field|_modlistInstallCompletedSteps|L399,Field,_modlistInstallCompletedSteps,_modlistInstallCompletedSteps,399,399,1,private,int,
Field|_modlistInstallTotalSteps|L400,Field,_modlistInstallTotalSteps,_modlistInstallTotalSteps,400,400,1,private,int,
Field|_viewModel|L403,Field,_viewModel,_viewModel,403,403,1,private,MainViewModel?,
Field|_modBrowserViewModel|L404,Field,_modBrowserViewModel,_modBrowserViewModel,404,404,1,private,ModBrowserViewModel?,
Field|_customThemeMenuItems|L405,Field,_customThemeMenuItems,_customThemeMenuItems,405,405,1,private readonly,List<MenuItem>,
Constructor|MainWindow()|L411,Constructor,MainWindow,MainWindow(),411,494,84,public,,
Property|RefreshModsUiCommand|L500,Property,RefreshModsUiCommand,RefreshModsUiCommand,500,500,1,public,IAsyncRelayCommand,
"Method|ReportStatus(string,bool)|L502",Method,ReportStatus,"ReportStatus(string,bool)",502,505,4,public,void,"string message, bool isError = false"
